date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
27/07/2017,241.29,27.25,28.08,48.73,44.74,44.92,34.32,70.97,16.13,16.42,67.15,21.55,23.74,59.42,14.14,51.03,33.49,144.49,44.64,66.69
28/07/2017,239.87,26.98,27.98,48.49,44.59,44.86,34.33,70.91,16.19,16.42,67.15,21.43,23.47,59.32,14.14,50.9,33.29,143.62,44.12,66.37
31/07/2017,242.85,27.1,28,48.73,44.78,45.01,34.42,70.97,16.22,16.42,67.15,21.63,23.69,59.46,14.15,50.76,33.41,143.54,44.49,66.72
01/08/2017,244.43,27.2,28.12,48.99,45,45.22,34.56,71.02,16.29,16.42,67.15,21.86,23.77,59.61,14.15,50.89,33.42,144.53,44.68,66.83
02/08/2017,245.13,27.24,28.14,49.08,45.08,45.29,34.61,71.14,16.31,16.43,67.15,21.9,23.8,59.65,14.16,50.83,33.53,144.17,44.78,66.78
03/08/2017,244.42,27.02,28.11,48.99,45.04,45.28,34.63,71.02,16.36,16.43,67.15,21.9,23.58,59.59,14.15,50.92,33.54,144.15,44.37,66.8
04/08/2017,244.77,27.06,28.09,48.95,44.95,45.15,34.49,71.13,16.23,16.43,67.15,21.9,23.66,59.57,14.17,50.91,33.62,144.35,44.72,67
07/08/2017,246.34,27.18,28.16,49.14,45.11,45.29,34.58,71.07,16.27,16.43,67.15,21.97,23.66,59.62,14.16,50.92,33.69,144.42,44.95,67.83
08/08/2017,247.57,27.19,28.11,49.17,45.11,45.25,34.53,71.07,16.22,16.43,67.15,22.13,23.82,59.68,14.18,50.95,33.72,144.53,45.18,68.24
09/08/2017,247.03,27.07,28.03,49.01,45.02,45.22,34.55,71.07,16.27,16.43,67.15,22.05,23.63,59.45,14.13,50.56,33.62,142.84,44.76,68.38
10/08/2017,244.03,26.9,27.73,48.61,44.73,45.03,34.47,71.01,16.3,16.43,67.15,21.82,23.5,59.41,14.13,50.44,33.49,142.42,44.15,66.87
11/08/2017,238.57,26.48,27.66,48.13,44.4,44.82,34.4,71.18,16.35,16.43,67.15,21.43,22.99,59.2,14.12,50.06,33.23,141.03,43.3,65.84
14/08/2017,242.25,26.75,27.87,48.5,44.66,44.99,34.46,71.23,16.32,16.43,67.15,21.62,23.23,59.37,14.13,50.45,33.56,142.38,43.86,66.92
15/08/2017,241.37,26.77,27.84,48.42,44.56,44.86,34.35,71.18,16.23,16.43,67.15,21.58,23.23,,,,,,,
16/08/2017,243.3,27,27.91,48.64,44.72,44.98,34.41,71.06,16.23,16.43,67.15,21.78,23.34,59.37,14.14,50.88,33.75,142.97,44.17,67.18
17/08/2017,243.12,27.1,27.69,48.56,44.69,44.99,34.44,71.17,16.29,16.43,67.15,21.74,23.5,59.4,14.14,50.87,33.56,142.72,44.41,67.19
18/08/2017,241,26.92,27.58,48.3,44.5,44.85,34.38,71.17,16.3,16.43,67.15,21.5,23.34,59.07,14.13,50.25,32.99,140.91,43.98,67.12
21/08/2017,242.04,26.97,27.61,48.4,44.61,44.98,34.48,71.22,16.37,16.43,67.15,21.62,23.26,59.1,14.14,50.26,33,141,44.13,67.67
22/08/2017,244.5,27.13,27.81,48.69,44.79,45.08,34.5,71.16,16.31,16.43,67.15,21.81,23.45,59.18,14.15,50.51,33.28,141.89,44.38,68.38
24/08/2017,245.55,27.35,27.75,48.77,44.86,45.14,34.54,71.16,16.33,16.43,67.15,21.85,23.66,59.3,14.16,50.58,33.32,142.56,44.63,68.16
25/08/2017,248.01,27.48,27.82,49.02,45.08,45.34,34.67,71.16,16.39,16.43,67.15,22.12,23.66,59.35,14.16,50.78,33.51,143.22,44.82,68.49
28/08/2017,247.99,27.43,27.86,49.06,45.13,45.42,34.74,71.21,16.45,16.43,67.15,22.2,23.66,59.47,14.17,50.66,33.43,143.54,44.88,68.05
29/08/2017,246.93,27.28,27.82,48.93,45.07,45.43,34.79,71.44,16.53,16.43,67.15,22.08,23.5,59.46,14.16,50.59,33.28,142.59,44.67,67.71
30/08/2017,249.92,27.42,27.86,49.1,45.16,45.43,34.74,71.56,16.43,16.43,67.15,22.35,23.66,59.38,14.18,50.72,33.55,142.81,45.21,68.68
31/08/2017,249.74,27.4,28,49.23,45.24,45.48,34.75,71.5,16.41,16.43,67.15,22.27,23.69,59.59,14.18,51.09,33.92,143.41,45.23,69.25
01/09/2017,250.09,27.46,28.08,49.33,45.3,45.51,34.76,71.61,16.39,16.43,67.15,22.27,23.77,59.74,14.2,51.34,34.07,144.71,45.34,69.42
04/09/2017,248.66,27.24,28.05,49.16,45.2,45.46,34.76,71.67,16.43,16.44,67.15,22.15,23.56,59.76,14.19,51.23,34.12,144.34,44.93,
05/09/2017,248.83,27.35,27.92,49.12,45.2,45.5,34.82,71.66,16.5,16.44,67.15,22.15,23.61,59.75,14.19,51.29,34.03,144.67,44.98,68.8
06/09/2017,247.95,27.24,27.97,49.09,45.18,45.49,34.81,71.72,16.49,16.44,67.15,22.04,23.5,59.71,14.21,51.21,33.89,144.67,44.82,69.35
07/09/2017,247.41,27.33,28,49.17,45.27,45.6,34.9,71.78,16.56,16.44,67.15,22,23.64,59.91,14.2,51.55,33.96,146.21,45.01,69.59
08/09/2017,248.47,27.48,28.07,49.41,45.47,45.79,35.04,71.89,16.62,16.44,67.15,22.11,23.8,59.98,14.21,51.59,33.92,146.59,45.28,69.42
11/09/2017,250.56,27.58,28.28,49.7,45.63,45.84,34.99,71.71,16.52,16.44,67.15,22.35,23.85,60.09,14.22,52.02,34.11,147.35,45.59,70.18
12/09/2017,251.26,27.74,28.41,49.87,45.72,45.86,34.96,71.6,16.45,16.44,67.15,22.34,23.93,60.16,14.22,52.21,34.39,147.55,45.73,70.44
13/09/2017,251.26,27.69,28.41,49.87,45.7,45.82,34.93,71.59,16.41,16.44,67.15,22.27,23.93,60.18,14.22,52.32,34.51,147.63,45.59,70.68
14/09/2017,250.55,27.65,28.36,49.75,45.61,45.73,34.86,71.53,16.38,16.44,67.15,22.23,23.91,60.06,14.23,52.3,34.45,147.19,45.63,70.36
15/09/2017,250.72,27.65,28.4,49.82,45.69,45.83,34.95,71.59,16.45,16.44,67.15,22.23,23.96,60.16,14.23,52.42,34.36,148.18,45.55,70.23
18/09/2017,254.76,27.97,28.47,50.14,45.9,45.96,34.98,71.47,16.4,16.44,67.15,22.44,24.19,60.18,14.25,52.48,34.5,148.52,46.14,71.22
19/09/2017,253.69,27.89,28.52,50.21,45.95,46,35.01,71.35,16.41,16.44,67.15,22.4,24.24,60.24,14.24,52.55,34.46,149.11,46.14,70.94
20/09/2017,254.75,27.98,28.55,50.31,46.02,46.05,35.03,71.24,16.41,16.44,67.15,22.44,24.24,60.27,14.25,52.45,34.51,148.62,46.19,71.31
21/09/2017,254.92,27.87,28.46,50.17,45.9,45.92,34.93,71,16.35,16.44,67.15,22.44,24.14,60.03,14.24,52.34,34.43,147.89,45.99,71.32
22/09/2017,252.97,27.75,28.5,50.07,45.85,45.92,34.96,71.23,16.4,16.44,67.15,22.25,23.95,60.07,14.24,52.42,34.39,148.45,45.48,70.95
25/09/2017,248.91,27.48,28.4,49.7,45.55,45.67,34.82,71.23,16.36,16.44,67.15,22.01,23.81,60.02,14.25,52.34,34.5,147.76,45.01,69.27
26/09/2017,248.55,27.27,28.31,49.48,45.36,45.48,34.68,71.28,16.28,16.44,67.15,22.05,23.54,59.92,14.25,52.1,34.55,146.68,44.74,69.38
27/09/2017,250.13,27.32,28.41,49.66,45.46,45.51,34.65,71.17,16.21,16.44,67.15,22.13,23.48,59.77,14.26,52.35,34.68,146.7,44.87,70.27
28/09/2017,248.19,27.17,28.46,49.62,45.44,45.5,34.66,71.11,16.23,16.44,67.15,21.89,23.43,59.89,14.24,52.45,34.64,147.75,44.45,70.06
29/09/2017,249.59,27.35,28.59,49.86,45.62,45.65,34.74,70.93,16.25,16.44,67.15,21.97,23.57,59.93,14.28,52.53,34.7,148.07,44.78,70.45
