date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
17/01/2017,197.67,22.79,25.4,42.52,39.82,40.77,31.86,68.88,15.35,16.37,66.97,17.88,18.82,55.07,13.76,45.62,30.29,123.78,37.07,52.46
18/01/2017,199.96,22.86,25.43,42.71,39.93,40.82,31.85,68.94,15.29,16.37,66.97,18.03,18.92,54.99,13.78,45.61,30.26,123.35,37.25,52.7
19/01/2017,199.78,22.83,25.32,42.56,39.77,40.63,31.69,68.71,15.18,16.37,66.97,18.03,18.87,54.86,13.8,45.57,30.31,123.05,37.15,52.7
20/01/2017,198.37,22.73,25.4,42.53,39.76,40.64,31.71,68.65,15.2,16.37,66.97,17.91,18.84,54.95,13.79,45.72,30.33,123.62,36.98,52.43
23/01/2017,198.53,22.8,25.38,42.59,39.85,40.79,31.85,68.76,15.33,16.37,66.97,17.87,18.95,54.92,13.77,45.74,30.3,123.88,37.27,52.64
24/01/2017,199.23,22.95,25.5,42.69,39.92,40.82,31.85,68.81,15.3,16.37,66.97,17.91,19.11,54.99,13.78,45.94,30.36,124.66,37.42,53.12
25/01/2017,199.93,23.05,25.69,42.94,40.09,40.92,31.87,68.7,15.26,16.37,66.97,17.99,19.3,55.24,13.8,46.43,30.8,126.2,37.66,53.36
26/01/2017,202.23,23.18,25.7,43.12,40.18,40.94,31.84,68.52,15.19,16.37,66.97,18.26,19.44,55.38,13.81,46.46,30.93,126.08,37.99,53.7
27/01/2017,202.05,23.21,25.7,43.11,40.19,40.96,31.87,68.58,15.22,16.37,66.97,18.26,19.38,55.3,13.82,46.2,30.85,125.55,37.96,53.52
01/02/2017,201.85,23.15,25.57,42.99,40.13,40.95,31.9,68.63,15.27,16.38,66.97,18.22,19.47,55.23,13.82,45.96,30.69,125.64,38.05,53.57
02/02/2017,200.79,23.22,25.55,42.92,40.09,40.96,31.93,68.63,15.32,16.38,66.97,18.11,19.47,55.28,13.8,46.06,30.61,126.34,38.02,53.44
03/02/2017,200.43,23.24,25.74,43.04,40.18,41.02,31.95,68.63,15.31,16.38,66.97,18.03,19.44,55.36,13.82,46.27,30.77,126.14,38.08,53.38
06/02/2017,202.18,23.37,25.67,43.1,40.21,41.03,31.95,68.74,15.28,16.38,66.97,18.22,19.57,55.43,13.82,46.24,30.84,124.75,38.41,53.81
07/02/2017,202.18,23.32,25.64,43.05,40.18,40.99,31.92,68.85,15.27,16.38,66.97,18.22,19.55,55.32,13.83,46.22,30.86,124.49,38.33,53.78
08/02/2017,203.94,23.33,25.67,43.25,40.36,41.18,32.06,68.97,15.35,16.38,66.97,18.38,19.49,55.32,13.8,46.11,30.65,123.79,38.31,53.95
09/02/2017,204.64,23.42,25.8,43.33,40.4,41.18,32.04,69.02,15.31,16.38,66.97,18.37,19.63,55.4,13.82,46.42,30.82,124.47,38.43,54.31
10/02/2017,204.99,23.53,25.96,43.51,40.51,41.23,32.03,69.02,15.25,16.38,67.03,18.45,19.6,55.63,13.83,46.61,31.14,124.53,38.51,54.18
13/02/2017,206.39,23.69,26.09,43.73,40.66,41.33,32.06,68.96,15.22,16.38,67.03,18.49,19.66,55.78,13.85,46.88,31.42,125.48,38.69,54.87
14/02/2017,206.39,23.67,26.1,43.65,40.57,41.23,31.98,68.96,15.16,16.38,67.03,18.53,19.68,55.73,13.86,46.8,31.41,125.2,38.78,54.6
15/02/2017,208.51,23.86,26.23,43.95,40.8,41.39,32.06,68.84,15.16,16.38,67.03,18.72,19.65,55.91,13.88,46.89,31.72,125.17,38.79,54.94
16/02/2017,209.39,23.91,26.28,44.12,40.97,41.58,32.21,68.78,15.27,16.38,67.03,18.84,19.76,56.12,13.87,47,31.82,126.17,38.72,55.34
17/02/2017,208.5,23.83,26.27,44.03,40.9,41.54,32.19,68.95,15.28,16.38,67.03,18.8,19.9,56.04,13.85,46.9,31.67,125.44,38.57,55.04
20/02/2017,209.54,23.91,26.29,44.12,40.96,41.57,32.2,68.89,15.26,16.38,67.03,18.87,19.98,56.08,13.87,46.95,31.78,125.54,38.68,
21/02/2017,207.77,23.87,26.37,44.04,40.87,41.46,32.11,68.89,15.19,16.38,67.03,18.76,20.01,56.15,13.88,47.13,31.92,125.33,38.68,55.27
22/02/2017,210.24,24.02,26.36,44.25,41.04,41.6,32.19,68.89,15.21,16.38,67.03,18.87,20.06,56.18,13.87,47.11,31.9,124.96,39.09,56.12
23/02/2017,210.06,24.04,26.38,44.31,41.12,41.72,32.3,68.94,15.3,16.38,67.03,18.87,20.12,56.42,13.88,47.27,32.01,126.3,39.21,55.98
24/02/2017,208.47,23.82,26.33,44.09,40.98,41.64,32.28,69.12,15.34,16.38,67.03,18.83,20.04,56.25,13.86,46.92,31.81,124.86,39.03,55.47
27/02/2017,207.75,23.75,26.3,43.98,40.91,41.6,32.28,69.17,15.37,16.38,67.03,18.79,19.98,56.27,13.89,46.97,31.94,124.92,38.81,55.95
28/02/2017,206.33,23.74,26.25,43.88,40.83,41.55,32.25,69.28,15.37,16.38,67.03,18.64,19.95,56.19,13.88,46.92,31.9,125.23,38.78,55.73
01/03/2017,207.39,23.69,26.51,44.09,40.93,41.53,32.16,69.11,15.22,16.38,67.03,18.64,19.98,56.37,13.95,47.25,32.33,125.99,38.81,55.88
02/03/2017,207.2,23.72,26.4,44.03,40.86,41.45,32.1,68.99,15.18,16.38,67.03,18.56,20.01,56.35,13.94,47.23,32.36,125.65,38.73,55.7
03/03/2017,205.79,23.5,26.4,43.88,40.76,41.39,32.08,68.93,15.21,16.38,67.03,18.48,19.76,56.27,13.94,47.18,32.21,125.48,38.39,55.44
06/03/2017,206.13,23.63,26.36,43.91,40.79,41.42,32.1,68.99,15.22,16.38,67.03,18.48,19.82,56.31,13.93,47.12,32.1,125.58,38.45,55.59
07/03/2017,207.18,23.73,26.27,43.9,40.77,41.39,32.07,68.93,15.19,16.38,67.03,18.56,19.9,56.13,13.92,47.06,32.04,124.7,38.78,55.97
08/03/2017,208.06,23.73,26.21,43.88,40.73,41.32,32,68.92,15.13,16.38,67.03,18.6,19.95,56.04,13.93,47.06,32.12,125.06,38.71,56.07
09/03/2017,205.76,23.47,26.21,43.68,40.56,41.16,31.9,68.75,15.09,16.38,67.03,18.44,19.82,56.02,13.91,46.95,32.05,125.48,38.2,55.57
10/03/2017,206.29,23.6,26.34,43.92,40.75,41.32,31.99,68.63,15.12,16.38,67.03,18.48,19.79,56.21,13.9,47.13,32.2,126.32,38.32,55.77
13/03/2017,208.75,23.85,26.42,44.2,40.96,41.48,32.07,68.74,15.12,16.39,67.03,18.67,20.04,56.25,13.91,47.19,32.15,127.04,38.9,56.53
14/03/2017,209.1,23.95,26.34,44.16,40.94,41.47,32.07,68.74,15.13,16.39,67.03,18.67,20.14,56.06,13.89,47.04,31.97,126.19,39.05,56.57
15/03/2017,209.09,24,26.47,44.24,41.02,41.56,32.15,68.86,15.18,16.39,67.03,18.67,20.2,56.14,13.89,47.26,32.14,126.62,39.07,56.62
16/03/2017,213.15,24.39,26.64,44.82,41.47,41.94,32.37,68.97,15.24,16.39,67.03,19,20.46,56.61,13.91,47.81,32.29,128.74,39.9,57.45
17/03/2017,213.5,24.52,26.64,44.87,41.53,42,32.41,68.97,15.27,16.39,67.03,19.03,20.46,56.61,13.91,47.9,32.19,129.1,40.15,57.84
20/03/2017,214.73,24.64,26.62,44.97,41.61,42.09,32.48,69.08,15.31,16.39,67.03,19.14,20.7,56.59,13.91,47.98,32.15,129.85,40.26,58.04
21/03/2017,215.43,24.72,26.41,44.93,41.61,42.13,32.54,69.25,15.38,16.39,67.03,19.22,20.81,56.56,13.9,47.85,31.83,129.39,40.46,58.02
22/03/2017,213.13,24.43,26.34,44.6,41.39,41.99,32.5,69.43,15.42,16.39,67.03,19.02,20.59,56.25,13.88,47.38,31.56,128.25,39.79,57.52
23/03/2017,213.48,24.45,26.35,44.66,41.43,42.01,32.49,69.42,15.4,16.39,67.03,19.02,20.65,56.4,13.89,47.58,31.65,129,39.93,57.73
24/03/2017,213.65,24.51,26.37,44.72,41.49,42.07,32.54,69.37,15.43,16.39,67.03,19.1,20.62,56.46,13.89,47.6,31.67,129.42,39.94,57.85
27/03/2017,211.69,24.47,26.34,44.57,41.41,42.07,32.59,69.53,15.52,16.39,67.03,18.94,20.62,56.37,13.88,47.27,31.26,129.35,39.65,57.45
28/03/2017,213.1,24.66,26.54,44.91,41.64,42.22,32.65,69.53,15.49,16.39,67.03,19.06,20.7,56.53,13.88,47.57,31.46,129.9,40.03,57.74
29/03/2017,213.63,24.75,26.55,44.94,41.65,42.2,32.61,69.47,15.44,16.39,67.03,19.06,20.73,56.63,13.89,47.85,31.71,129.18,40.04,58.2
30/03/2017,212.38,24.72,26.57,44.83,41.56,42.12,32.57,69.59,15.42,16.39,67.03,19.02,20.64,56.63,13.91,47.95,31.81,129.74,39.87,57.86
31/03/2017,210.97,24.54,26.46,44.59,41.38,41.98,32.49,69.53,15.41,16.39,67.03,18.9,20.56,56.54,13.9,47.88,31.79,129.17,39.71,57.67
