date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
3/9/2020,286.36,32.81,35.97,58.96,53.75,53.46,40.13,78.58,18.76,17.2,69.61,21.35,26.72,74.28,15.88,79.21,48.04,182.93,52.71,89.79
4/9/2020,282.73,32.16,35.52,58.18,53.13,52.95,39.82,78.52,18.66,17.2,69.61,21.18,26.15,72.77,15.86,77.23,46.55,177.33,51.71,88.78
7/9/2020,279.96,31.97,35.61,58.13,53.1,52.92,39.81,78.58,18.66,17.2,69.61,21.12,26.1,72.63,15.84,76.65,46.47,178.9,51.49,
8/9/2020,280.64,32.18,34.87,57.8,52.87,52.76,39.75,78.57,18.67,17.2,69.61,21.07,26.15,71.97,15.82,75.85,45.72,175.07,51.54,86.79
9/9/2020,277.88,31.79,35.39,57.89,52.92,52.78,39.74,78.57,18.64,17.2,69.61,20.95,25.83,72.36,15.82,76.22,45.9,178.46,51,85.79
10/9/2020,276.32,32,35.09,57.75,52.84,52.75,39.75,78.57,18.69,17.2,69.61,20.87,25.99,73.04,15.84,76.89,46.35,179.83,51.07,85.51
11/9/2020,278.9,32.09,35.09,57.97,53,52.88,39.82,78.57,18.7,17.2,69.61,20.97,25.93,72.29,15.84,75.77,45.39,178.76,51.28,86.4
14/09/2020,281.3,32.42,35.52,58.55,53.44,53.23,40.01,78.62,18.74,17.2,69.61,21.08,26.23,72.92,15.85,76.41,46.03,180.46,51.83,87.75
15/09/2020,284.39,32.61,35.76,58.92,53.69,53.39,40.07,78.56,18.71,17.2,69.61,21.18,26.42,73.23,15.86,76.83,46.39,181.63,52.08,88.45
16/09/2020,284.73,32.89,35.71,59.04,53.78,53.47,40.11,78.56,18.72,17.2,69.61,21.15,26.61,73.32,15.87,77.27,46.44,182.49,52.36,88.75
17/09/2020,281.45,32.45,35.4,58.53,53.41,53.18,39.97,78.56,18.71,17.2,69.61,20.85,26.31,72.65,15.87,76.1,45.6,182.22,51.84,87.98
18/09/2020,283.51,32.59,35.21,58.62,53.49,53.27,40.04,78.56,18.75,17.2,69.61,20.95,26.44,72.76,15.87,76.29,45.65,182.85,51.99,88.86
21/09/2020,278.67,32.17,34.55,57.54,52.68,52.64,39.7,78.61,18.68,17.2,69.61,20.51,26.03,71.37,15.85,74,44.24,176.3,51.12,87.26
22/09/2020,276.43,31.89,34.74,57.39,52.55,52.52,39.62,78.66,18.64,17.2,69.61,20.33,25.87,71.43,15.82,74.39,44.57,175.05,50.6,86.93
23/09/2020,276.77,32.1,34.23,57.21,52.41,52.4,39.54,78.72,18.61,17.2,69.61,20.35,25.82,71.61,15.87,74.91,44.85,176.08,50.57,86.75
24/09/2020,271.76,31.43,34.09,56.55,51.91,52.01,39.33,78.77,18.57,17.2,69.61,20.01,25.27,70.56,15.81,73.49,43.8,174.01,49.35,85.15
25/09/2020,270.72,31.45,34.43,56.63,51.97,52.05,39.35,78.71,18.57,17.2,69.61,19.96,25.25,70.56,15.79,73.63,44.04,172.35,49.44,84.57
28/09/2020,272.43,31.73,35,57.36,52.51,52.46,39.57,78.99,18.6,17.2,69.61,20.15,25.68,71.74,15.79,75.54,45.31,177.41,50.06,85.46
29/09/2020,271.05,31.83,34.95,57.34,52.52,52.52,39.64,78.76,18.67,17.2,69.61,19.98,25.68,72.02,15.8,75.77,45.38,178.96,49.9,85.2
30/09/2020,274.66,32.02,35.06,57.53,52.65,52.59,39.65,78.76,18.64,17.2,69.61,20.15,25.65,72.11,15.81,75.98,45.59,178.18,50.29,86.62
