date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
05/08/2016,190.53,22.78,24.69,41.44,39.43,41.08,32.58,71.11,16.28,16.34,66.91,17.24,18.52,53.68,13.55,43.84,27.92,123.28,36.34,50.15
08/08/2016,193.54,23.03,24.76,41.77,39.68,41.26,32.67,70.99,16.28,16.34,66.91,17.46,18.71,53.87,13.56,43.97,27.95,123.25,36.68,50.44
09/08/2016,193.71,23.03,24.87,41.96,39.84,41.43,32.78,71.05,16.34,16.34,66.91,17.46,18.68,54.02,13.57,44.21,27.97,124.29,36.65,50.73
10/08/2016,194.06,23.12,24.88,42.05,39.94,41.56,32.9,71.28,16.43,16.34,66.91,17.46,18.74,54.11,13.58,44.26,27.86,125.05,36.71,50.56
11/08/2016,195.3,23.08,24.98,42.22,40.06,41.64,32.92,71.22,16.41,16.34,66.91,17.54,18.71,54.16,13.58,44.37,27.91,125.89,36.63,51.26
12/08/2016,196.71,23.14,25,42.38,40.2,41.75,33,71.22,16.44,16.34,66.91,17.69,18.79,54.31,13.58,44.52,27.92,126.23,36.85,51.68
15/08/2016,198.3,23.17,25.07,42.51,40.29,41.8,33.01,71.33,16.41,16.34,66.91,17.88,18.9,,,,,,,
16/08/2016,198.12,23.21,24.97,42.42,40.22,41.76,32.99,71.33,16.42,16.34,66.91,17.8,18.98,54.29,13.6,44.53,28.02,126.4,37.14,52.22
17/08/2016,197.4,23.12,24.99,42.38,40.21,41.77,33.02,71.27,16.46,16.34,66.91,17.72,18.9,54.21,13.59,44.33,27.84,125.01,37.04,52.71
18/08/2016,199.17,23.25,25.06,42.55,40.37,41.95,33.15,71.32,16.54,16.34,66.91,17.95,19.09,54.35,13.59,44.52,27.97,126.26,37.16,53.09
19/08/2016,198.46,23.16,25.01,42.45,40.26,41.82,33.05,71.15,16.47,16.34,66.91,17.84,18.96,54.26,13.6,44.32,27.91,125.07,36.88,52.97
22/08/2016,198.62,23.07,25,42.46,40.3,41.88,33.1,71.03,16.53,16.34,66.91,17.91,18.87,54.21,13.59,44.31,27.94,125.37,36.78,52.6
23/08/2016,198.44,23.18,25.07,42.52,40.35,41.93,33.14,71.2,16.54,16.34,66.91,17.91,19.04,54.48,13.59,44.66,28.13,126.9,36.95,52.46
24/08/2016,197.2,23.05,24.95,42.34,40.18,41.76,33.01,71.2,16.47,16.34,66.91,17.76,18.9,54.35,13.59,44.54,28.08,125.99,36.65,51.92
25/08/2016,196.84,22.99,24.84,42.21,40.08,41.68,32.98,71.2,16.47,16.34,66.91,17.76,18.9,54.16,13.59,44.32,27.9,125.25,36.63,51.9
26/08/2016,197.9,23.06,24.81,42.25,40.11,41.69,32.97,71.08,16.45,16.34,66.91,17.87,18.9,54.11,13.59,44.43,27.94,124.96,36.85,51.98
29/08/2016,197.18,22.95,24.81,42.13,39.98,41.54,32.85,71.07,16.36,16.34,66.91,17.8,18.93,54.04,13.57,44.31,27.94,124.04,36.65,52.29
30/08/2016,199.12,23.06,24.83,42.27,40.09,41.61,32.88,71.19,16.35,16.34,66.91,17.91,19.04,54.15,13.59,44.56,27.96,124.48,36.95,52.5
31/08/2016,198.41,23,24.74,42.16,39.98,41.51,32.8,71.13,16.31,16.34,66.91,17.91,18.98,54.09,13.59,44.53,27.94,123.81,36.89,52.15
01/09/2016,199.83,23,24.79,42.33,40.12,41.64,32.88,71.07,16.35,16.34,66.91,18.1,18.87,54.04,13.58,44.45,27.94,123.85,36.72,52.33
02/09/2016,201.06,22.98,24.94,42.53,40.26,41.7,32.88,71.07,16.29,16.34,66.91,18.1,19.04,54.32,13.59,44.87,28.09,125.66,36.98,53.14
05/09/2016,204.78,23.29,24.99,42.9,40.53,41.92,33,71.06,16.31,16.35,66.91,18.4,19.25,54.36,13.59,44.92,28.06,125.63,37.5,
06/09/2016,206.55,23.56,25.12,43.25,40.86,42.26,33.25,71.18,16.46,16.35,66.91,18.51,19.44,54.53,13.6,45.02,28.07,126.26,37.92,54.6
07/09/2016,206.36,23.63,25.15,43.3,40.9,42.3,33.28,71.35,16.48,16.35,66.91,18.51,19.66,54.79,13.61,45.16,28.09,126.77,38.06,54.37
08/09/2016,207.6,23.67,25.13,43.36,40.92,42.28,33.24,71.35,16.42,16.35,66.91,18.58,19.66,54.7,13.62,45.03,28.02,126.46,38.16,54.53
09/09/2016,209.02,23.3,24.66,42.99,40.58,41.93,32.97,71.12,16.26,16.35,66.91,18.81,19.47,54.31,13.61,44.54,27.84,124.42,37.99,53.8
12/09/2016,202.09,22.65,24.7,42.36,40.12,41.59,32.81,70.94,16.27,16.35,66.91,18.21,18.9,53.85,13.59,43.88,27.45,123.03,36.77,53.94
13/09/2016,201.37,22.63,24.45,42.12,39.92,41.41,32.7,70.93,16.23,16.35,66.91,18.17,19.06,53.86,13.58,43.91,27.56,122.88,36.74,52.77
14/09/2016,200.83,22.65,24.43,42.03,39.86,41.37,32.69,70.7,16.24,16.35,66.91,18.13,19.06,53.7,13.56,43.78,27.53,122.38,36.77,53.08
15/09/2016,202.07,22.74,24.58,42.21,40,41.48,32.74,70.87,16.24,16.35,66.91,18.24,19.14,53.64,13.57,43.75,27.53,122,36.94,53.65
19/09/2016,204.36,23.02,24.56,42.43,40.15,41.57,32.77,70.81,16.21,16.35,66.91,18.35,19.37,54,13.56,44.31,27.87,123.06,37.42,54.02
20/09/2016,204.18,22.97,24.54,42.42,40.15,41.58,32.79,70.86,16.23,16.35,66.91,18.38,19.43,53.95,13.56,44.24,27.78,123.41,37.33,53.95
21/09/2016,205.77,23.1,24.78,42.83,40.45,41.81,32.9,70.86,16.23,16.35,66.91,18.41,19.45,54.21,13.57,44.43,27.83,123.37,37.6,54.6
22/09/2016,206.48,23.39,25.05,43.2,40.78,42.15,33.15,71.04,16.39,16.35,66.91,18.52,19.7,54.72,13.59,45.06,28.12,126.72,38.04,55.19
23/09/2016,205.94,23.44,24.92,43.04,40.65,42.03,33.07,71.15,16.34,16.35,66.91,18.41,19.72,54.55,13.61,44.83,28.05,125.13,37.89,54.89
26/09/2016,202.56,23.19,24.68,42.58,40.33,41.84,33.02,71.21,16.41,16.35,66.91,18.22,19.48,54.24,13.6,44.43,27.77,123.44,37.39,53.94
27/09/2016,204.5,23.32,24.77,42.8,40.49,41.95,33.07,71.2,16.4,16.35,66.91,18.37,19.5,54.23,13.6,44.46,27.76,122.86,37.71,54.51
28/09/2016,204.68,23.34,24.85,42.86,40.53,41.97,33.07,71.2,16.39,16.35,66.91,18.41,19.56,54.35,13.61,44.62,27.93,124.06,37.72,54.4
29/09/2016,205.74,23.44,24.77,42.91,40.57,42,33.08,71.14,16.39,16.35,66.91,18.52,19.59,54.41,13.61,44.89,28.03,124.83,37.82,54.57
30/09/2016,201.83,23.17,24.78,42.57,40.32,41.82,33,71.2,16.4,16.35,66.91,18.14,19.34,54.17,13.62,44.5,27.76,123.42,37.53,53.8
