date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
6/11/2019,266.79,29.86,32.63,54.43,49.45,49.07,36.98,75.23,17.02,17.06,68.89,23.24,24.21,64.54,15.19,67.79,42.18,150.52,48.15,77.06
7/11/2019,268,30.02,32.74,54.63,49.54,49.08,36.92,75.11,16.93,17.06,68.89,23.36,24.32,64.77,15.22,68.24,42.44,150.39,48.37,77.65
8/11/2019,266.44,29.82,32.77,54.51,49.44,48.99,36.87,74.88,16.91,17.06,68.89,23.2,24.21,64.42,15.18,67.77,42.17,150,47.89,77.29
11/11/2019,260.36,29.49,32.69,54.01,49.07,48.71,36.73,74.82,16.9,17.06,68.95,22.63,23.97,64.42,15.18,67.85,42.24,150.75,47.2,75.97
12/11/2019,261.57,29.65,32.8,54.22,49.22,48.82,36.78,74.82,16.89,17.06,68.95,22.71,24.08,64.58,15.18,68.13,42.44,151.01,47.61,76.39
13/11/2019,258.1,29.33,32.82,53.95,49.04,48.72,36.76,74.82,16.93,17.06,68.95,22.31,23.81,64.46,15.16,67.9,42.25,151.17,47,75.83
14/11/2019,256.01,29.3,32.82,53.77,48.95,48.7,36.79,74.88,17,17.06,68.95,22.18,23.73,64.48,15.15,67.88,42.28,151.27,46.83,75.44
15/11/2019,256.01,29.48,33.04,54,49.12,48.83,36.86,74.93,17.01,17.07,68.95,22.14,23.84,64.63,15.17,68.23,42.41,151.93,47.16,75.38
18/11/2019,258.76,29.63,33.1,54.28,49.33,49,36.96,74.98,17.03,17.07,68.95,22.38,24.02,64.86,15.17,68.83,42.58,151.71,47.45,76.1
19/11/2019,262.05,29.86,33.09,54.48,49.49,49.14,37.04,75.04,17.06,17.07,68.95,22.75,24.1,64.95,15.17,68.72,42.66,152.74,48,76.86
20/11/2019,260.66,29.66,32.97,54.26,49.34,49.04,37,75.21,17.07,17.07,68.95,22.59,23.94,64.92,15.16,68.7,42.57,152,47.69,76.97
21/11/2019,257.36,29.33,32.88,53.92,49.08,48.83,36.88,75.26,17.04,17.07,68.95,22.22,23.73,64.82,15.16,68.54,42.46,150.83,47.26,76
22/11/2019,258.39,29.43,32.94,54.07,49.19,48.9,36.91,75.2,17.03,17.07,68.95,22.34,23.89,64.88,15.16,68.61,42.64,151.26,47.22,75.88
25/11/2019,261.67,29.58,33.17,54.47,49.47,49.1,37,75.26,17.03,17.07,68.95,22.67,24.03,65.07,15.16,68.88,42.83,152.74,47.5,76.49
26/11/2019,261.14,29.66,33.3,54.57,49.56,49.19,37.07,75.31,17.07,17.07,68.95,22.62,23.97,65.13,15.16,69.09,42.78,153.53,47.66,76.75
27/11/2019,261.66,29.81,33.4,54.67,49.62,49.21,37.06,75.31,17.03,17.07,68.95,22.67,24.11,65.24,15.18,69.38,42.87,153.6,47.79,77.14
28/11/2019,261.13,29.76,33.38,54.6,49.56,49.17,37.03,75.53,17.02,17.07,68.95,22.58,24.13,65.28,15.18,69.58,42.93,153.5,47.76,
29/11/2019,256.28,29.43,33.21,54.1,49.21,48.92,36.93,75.31,17.04,17.07,68.95,22.13,23.84,65.17,15.18,69.36,42.82,153.7,47.32,76.03
2/12/2019,257.13,29.51,33.03,54.07,49.17,48.86,36.88,75.19,17,17.07,69.01,22.26,23.78,64.97,15.19,69.1,42.69,152.45,47.38,76.18
3/12/2019,256.78,29.37,32.88,53.95,49.14,48.92,36.98,75.24,17.11,17.08,69.01,22.17,23.7,64.5,15.14,68.47,41.96,151.23,47.17,76.17
4/12/2019,254.17,29.14,33.06,53.88,49.08,48.86,36.94,75.35,17.09,17.08,69.01,21.92,23.51,64.96,15.18,69.24,42.44,153.44,47.19,75.85
5/12/2019,256.25,29.38,33.13,54.09,49.21,48.94,36.95,75.3,17.06,17.08,69.01,22.09,23.64,64.92,15.18,69.42,42.44,153.3,47.35,76.82
6/12/2019,258.67,29.57,33.41,54.49,49.48,49.1,37,75.52,17.02,17.08,69.01,22.26,23.75,65.21,15.19,70.07,42.94,154.05,47.62,77.72
9/12/2019,258.82,29.62,33.31,54.49,49.49,49.14,37.04,75.23,17.06,17.08,69.01,22.3,23.86,65.33,15.2,70.2,42.95,153.94,47.66,77.18
10/12/2019,258.12,29.54,33.29,54.4,49.43,49.08,37.01,75.29,17.05,17.08,69.01,22.22,23.81,65.12,15.2,69.54,42.72,153.03,47.47,77.05
11/12/2019,260.2,29.72,33.33,54.57,49.56,49.18,37.06,75.29,17.06,17.08,69.01,22.38,23.94,65.33,15.2,69.87,42.87,153.54,47.72,77.77
12/12/2019,262.96,30.1,33.62,55.02,49.86,49.39,37.14,75.28,17.03,17.08,69.01,22.72,24.24,65.66,15.24,70.45,43.24,154.35,48.21,78.47
13/12/2019,268.85,30.5,33.78,55.72,50.4,49.81,37.38,75.17,17.1,17.08,69.01,23.26,24.76,65.87,15.23,71.02,43.41,156.23,49.06,79.16
16/12/2019,267.96,30.66,34.06,55.95,50.57,49.95,37.45,75.22,17.11,17.08,69.01,23.13,24.76,66.19,15.26,71.53,43.72,158.49,49.04,79.69
17/12/2019,271.07,30.91,34.02,56.14,50.69,50.02,37.47,75.16,17.08,17.08,69.07,23.38,25.11,66.14,15.25,71.14,43.75,157.29,49.51,79.9
18/12/2019,271.59,30.99,33.96,56.11,50.65,49.96,37.41,75.16,17.04,17.08,69.07,23.42,25.32,66.14,15.27,71.26,43.74,156.69,49.61,80.16
19/12/2019,270.72,30.92,34.05,56.09,50.63,49.93,37.39,75.16,17.03,17.08,69.07,23.38,25.16,66.05,15.27,71.12,43.75,156.32,49.43,79.79
20/12/2019,271.23,30.9,34.15,56.17,50.67,49.95,37.38,75.16,17.01,17.1,69.07,23.51,25.19,66.27,15.28,71.61,43.94,157.23,49.53,79.76
23/12/2019,271.73,30.97,34.17,56.25,50.73,49.98,37.39,75.15,16.99,17.1,69.07,23.46,25.19,66.36,15.29,71.65,44.01,158.14,49.62,79.86
24/12/2019,271.55,30.94,34.22,56.3,50.78,50.04,37.44,75.15,17.02,17.1,69.07,23.38,25.19,,,,,,,79.81
27/12/2019,274.83,31.23,34.42,56.74,51.13,50.34,37.62,75.2,17.09,17.1,69.07,23.71,25.41,66.75,15.3,71.96,44.19,159.74,50.12,80.64
30/12/2019,276.02,31.22,34.28,56.71,51.11,50.32,37.6,75.14,17.09,17.1,69.07,23.84,25.43,66.66,15.32,71.78,44.03,159.49,50.13,80.88
31/12/2019,275.32,31.08,34.37,56.74,51.14,50.36,37.65,75.14,17.12,17.1,69.07,23.75,25.32,66.64,15.33,71.59,44,159.32,49.97,80.83
