date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
18/03/2019,272.58,29.13,29.97,52.11,47.45,47.17,35.67,72.58,16.43,16.84,68.23,24.15,24.15,60.98,14.55,61.8,39.28,137.97,46.53,74.71
19/03/2019,272.75,29.11,30.01,52.17,47.5,47.21,35.69,72.52,16.44,16.84,68.23,24.23,24.18,61.08,14.56,61.89,39.38,138.93,46.59,74.81
20/03/2019,271.7,29.04,29.93,52.03,47.42,47.18,35.7,72.52,16.48,16.84,68.23,24.11,24.18,60.9,14.56,61.66,38.98,138.01,46.45,74.66
21/03/2019,269.78,29.03,30.13,52.06,47.45,47.22,35.74,72.75,16.5,16.84,68.23,23.91,24.21,61.1,14.58,61.78,38.99,137.88,46.6,74.3
22/03/2019,269.77,29.09,29.73,51.84,47.32,47.17,35.75,72.86,16.55,16.84,68.23,23.91,24.34,61.02,14.58,61.2,38.68,135.75,46.66,73.89
25/03/2019,264.36,28.61,29.62,51.23,46.9,46.9,35.65,73.08,16.59,16.85,68.23,23.46,23.8,60.75,14.6,60.84,38.37,135.31,45.8,72.79
26/03/2019,264.52,28.69,29.84,51.5,47.07,47,35.67,73.25,16.55,16.85,68.23,23.46,23.85,61.05,14.6,61.37,38.6,136.3,46.06,72.86
27/03/2019,266.96,28.65,29.78,51.65,47.2,47.11,35.75,73.42,16.57,16.85,68.23,23.66,23.91,60.86,14.61,61.05,38.38,135.73,46.33,73.2
28/03/2019,267.13,28.67,29.76,51.56,47.12,47.02,35.68,73.59,16.53,16.85,68.23,23.62,23.85,60.73,14.61,61.1,38.44,136,46.24,73.23
29/03/2019,270.25,28.9,29.97,51.98,47.4,47.21,35.76,73.25,16.52,16.85,68.23,23.9,24.04,60.75,14.62,61.33,38.54,136.35,46.84,74.48
