date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
23/04/2020,246.56,26.52,29.32,49.36,46.3,47.3,36.59,76.49,17.73,17.16,69.43,20.12,20.55,61.89,14.97,61.86,37.59,135.71,42.76,73.21
24/04/2020,244.83,26.29,29.5,49.23,46.21,47.26,36.58,76.54,17.75,17.16,69.43,20.04,20.39,61.69,14.97,61.59,37.44,135.07,42.19,72.71
27/04/2020,249.13,26.8,30.02,50.04,46.8,47.69,36.78,76.48,17.76,17.16,69.43,20.41,20.63,62.59,14.97,62.83,38.36,137.17,42.82,73.77
28/04/2020,251.54,26.92,30.05,50.39,47.07,47.91,36.9,76.53,17.79,17.16,69.43,20.69,20.94,63.09,14.97,63.97,39.09,140.09,43.18,73.99
29/04/2020,252.22,27.17,30.66,50.89,47.44,48.2,37.06,76.65,17.82,17.16,69.43,20.69,20.99,63.52,15,64.4,39.54,141.67,43.56,74.83
4/5/2020,242.88,26.4,29.6,49.34,46.33,47.42,36.72,76.52,17.87,17.16,69.43,19.86,20.42,62.06,14.99,62.14,37.93,136.51,42.38,72.24
5/5/2020,244.95,26.55,29.9,49.74,46.6,47.57,36.76,76.58,17.81,17.18,69.43,20.06,20.53,62.83,14.99,63.05,38.92,138.31,42.7,73.47
6/5/2020,248.05,26.84,29.89,49.97,46.73,47.61,36.72,76.52,17.72,17.18,69.43,20.33,20.75,62.64,14.99,62.88,38.6,137.89,43.24,73.93
7/5/2020,247.35,26.83,30.13,50.09,46.83,47.7,36.78,76.52,17.75,17.18,69.43,20.17,20.72,62.89,14.98,63.19,38.97,139.32,43.05,74.33
8/5/2020,250.45,27.18,30.57,50.77,47.35,48.13,37.02,76.69,17.82,17.18,69.43,20.38,20.91,63.42,15.02,64.1,39.14,141.57,43.56,75.54
11/5/2020,253.37,27.37,30.59,50.94,47.43,48.11,36.95,76.63,17.71,17.18,69.43,20.71,21.13,63.29,15.02,64.1,39,141.1,44.04,75.97
12/5/2020,250.78,27.16,30.19,50.62,47.22,48.01,36.94,76.74,17.78,17.18,69.43,20.42,20.88,63.46,15.01,64.57,39.26,141.96,43.66,75.38
13/05/2020,251.29,27.23,29.7,50.3,46.99,47.83,36.85,76.79,17.76,17.18,69.43,20.33,21.02,62.84,15.03,63.4,38.21,140.15,43.8,75.54
14/05/2020,248.35,26.79,29.77,49.88,46.69,47.62,36.77,76.79,17.78,17.18,69.43,20.04,20.8,61.77,15.03,61.37,37.02,133.88,42.96,75.05
15/05/2020,248.86,26.91,29.87,50.02,46.77,47.65,36.76,76.9,17.73,17.18,69.43,20.04,20.77,62.68,15.05,63.02,38.06,137.25,43.07,75.02
18/05/2020,250.92,27.01,30.74,50.83,47.36,48.07,36.94,76.84,17.72,17.18,69.43,20.21,20.86,63.83,15.06,64.7,39.25,141.11,43.14,75.98
19/05/2020,255.05,27.52,30.69,51.32,47.75,48.43,37.16,76.84,17.81,17.18,69.49,20.54,21.46,64.07,15.08,64.69,39.49,143.33,44.02,76.39
20/05/2020,255.22,27.6,31.17,51.74,48.08,48.7,37.33,76.84,17.87,17.18,69.49,20.58,21.54,64.5,15.11,65.3,39.96,145.71,44.24,75.93
21/05/2020,252.8,27.44,30.97,51.39,47.83,48.52,37.24,76.95,17.87,17.18,69.49,20.41,21.54,,,,,,,
22/05/2020,240.03,26.6,30.86,50.28,46.99,47.88,36.92,76.44,17.84,17.18,69.49,19.33,20.86,64.15,15.17,64.7,39.52,144.77,42.34,72.26
25/05/2020,241.91,26.78,30.98,50.62,47.23,48.05,36.99,76.55,17.83,17.18,69.49,19.33,20.8,64.33,15.17,65.2,39.64,146.84,42.47,
26/05/2020,245.87,27.3,31.5,51.46,47.86,48.55,37.25,76.71,17.87,17.18,69.49,19.75,21.05,65.01,15.18,66.17,40.52,149.52,43.45,74.22
27/05/2020,243.97,27.07,31.8,51.43,47.84,48.52,37.23,76.66,17.86,17.18,69.49,19.62,21.23,64.89,15.21,66.17,40.47,148.23,43.26,73.24
28/05/2020,242.24,26.99,31.89,51.64,48.02,48.71,37.37,76.6,17.94,17.18,69.49,19.5,21.15,65.58,15.24,67.17,40.98,151.62,43.29,72.47
29/05/2020,242.41,27.07,31.91,51.57,48,48.74,37.43,76.71,18.01,17.18,69.49,19.37,21.1,65.52,15.25,66.89,40.63,152.15,43.33,73.8
1/6/2020,251.02,27.93,32.17,52.54,48.71,49.26,37.68,76.65,18.02,17.18,69.49,20.02,21.1,,,,,,,
2/6/2020,253.77,28.22,32.51,53.09,49.13,49.59,37.85,76.76,18.05,17.18,69.49,20.25,22.02,66.28,15.28,68.22,41.34,155.75,45.14,76.64
3/6/2020,257.22,28.76,33.03,53.89,49.7,49.99,38.02,76.76,18.03,17.18,69.49,20.6,22.64,66.75,15.31,68.91,41.93,158.18,46.09,77.44
4/6/2020,257.9,28.97,33,54.03,49.82,50.1,38.09,76.81,18.05,17.18,69.49,20.63,22.8,66.96,15.34,69.4,42.14,160.31,46.38,77.33
5/6/2020,260.31,29.12,33.67,54.66,50.25,50.39,38.2,76.87,18.01,17.18,69.49,20.98,23.08,67.4,15.37,70.46,42.95,162.19,47.07,77.68
8/6/2020,259.61,29.13,33.88,54.74,50.33,50.48,38.27,77.03,18.05,17.19,69.49,20.98,23.38,67.77,15.42,70.73,43.32,160.34,47.36,77.5
9/6/2020,262.88,29.24,33.69,54.86,50.45,50.61,38.38,77.09,18.12,17.19,69.49,21.23,23.41,67.87,15.47,70.36,43.14,159.33,47.44,77.8
10/6/2020,264.08,29.46,33.58,54.93,50.53,50.71,38.46,77.2,18.18,17.19,69.49,21.25,23.51,67.93,15.42,70.25,43.17,160.37,47.7,78.64
11/6/2020,258.56,28.95,31.97,53.37,49.43,49.95,38.15,77.31,18.26,17.19,69.49,20.75,23.16,66.95,15.41,68.42,41.96,156.11,46.78,76.86
12/6/2020,257.34,28.65,32.11,53.12,49.2,49.71,37.96,77.25,18.15,17.19,69.49,20.61,22.92,66.39,15.38,67.8,41.51,155.35,46.44,77.29
15/06/2020,252.84,28.09,32.18,52.59,48.83,49.44,37.85,77.3,18.16,17.19,69.49,20.19,22.19,65.42,15.37,66.12,40.38,152.69,45.24,75.97
16/06/2020,258.87,28.83,32.91,53.88,49.75,50.09,38.13,77.3,18.12,17.19,69.49,20.69,22.95,67.17,15.39,69.02,42.35,158.71,46.69,77.17
17/06/2020,260.77,28.97,32.9,54.09,49.9,50.2,38.18,77.36,18.12,17.19,69.49,20.78,22.98,67.16,15.43,68.92,42.12,159.74,46.81,78.51
18/06/2020,261.97,29.02,32.84,54.13,49.93,50.24,38.21,77.47,18.13,17.19,69.49,20.76,23.06,66.96,15.43,68.58,41.71,158.36,46.88,78.93
19/06/2020,264.21,29.26,32.72,54.26,50.01,50.27,38.2,77.24,18.1,17.19,69.49,20.91,23.2,67.43,15.43,69.25,42.18,160.53,47.25,79.72
22/06/2020,264.19,29.19,32.87,54.3,50.09,50.39,38.31,77.52,18.18,17.19,69.55,20.86,23.14,67.14,15.44,68.4,41.59,159.42,47.02,79.81
23/06/2020,268.5,29.56,33.19,55.04,50.64,50.82,38.54,77.52,18.23,17.19,69.55,21.16,23.14,,,,,,,
24/06/2020,268.15,29.67,32.39,54.36,50.14,50.44,38.35,77.63,18.21,17.19,69.55,21.06,23.6,67.09,15.45,68.2,41.56,159.01,47.8,80.38
26/06/2020,266.24,29.44,32.08,54.03,49.89,50.24,38.24,77.68,18.18,17.19,69.55,20.85,23.39,66.74,15.43,67.64,41.27,160.13,47.38,80.38
29/06/2020,263.98,29.22,32.25,53.89,49.8,50.18,38.22,77.62,18.19,17.19,69.55,20.65,23.14,66.17,15.43,66.87,40.69,158.61,46.87,79.36
30/06/2020,264.84,29.43,32.62,54.18,49.99,50.3,38.26,77.62,18.17,17.19,69.55,20.77,23.2,66.59,15.43,67.46,41.12,158.05,47.13,79.63
