date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
2/11/2018,245.25,26.59,28.89,49.18,44.95,44.87,34.13,69.58,15.78,16.71,67.81,21.71,22.29,58.9,14.29,56.67,38.34,132.39,41.94,65.65
5/11/2018,239.83,26.31,28.95,48.8,44.71,44.74,34.11,69.64,15.82,16.71,67.87,21.27,21.94,58.72,14.29,56.42,38.25,131.82,41.36,64.74
6/11/2018,241.56,26.38,29.01,48.96,44.81,44.8,34.14,69.63,15.82,16.71,67.87,21.43,21.96,58.89,14.29,56.54,38.51,131.84,41.47,65.11
7/11/2018,242.08,26.56,29.54,49.39,45.14,45.07,34.28,69.58,15.85,16.71,67.87,21.47,22.05,59.27,14.3,57.25,39.04,133.76,41.7,65.55
8/11/2018,242.43,26.71,29.49,49.45,45.16,45.05,34.25,69.57,15.81,16.71,67.87,21.55,22.26,59.5,14.31,57.77,39.45,133.95,41.77,65.34
9/11/2018,237.01,26.32,29.23,48.87,44.75,44.77,34.12,69.52,15.82,16.71,67.87,21.03,21.91,59.13,14.3,57.32,39.06,132,41.04,63.83
12/11/2018,237.35,26.21,28.75,48.48,44.44,44.5,33.96,69.57,15.75,16.72,67.87,21.07,21.77,58.8,14.3,56.58,38.56,130.11,40.66,63.61
13/11/2018,238.74,26.18,28.7,48.47,44.45,44.51,33.97,69.68,15.77,16.72,67.87,21.23,21.75,58.62,14.29,56.16,38.34,129.86,40.92,64.09
14/11/2018,237.69,26.07,28.54,48.28,44.32,44.44,33.96,69.79,15.79,16.72,67.87,21.11,21.8,58.73,14.29,56.32,38.4,130.17,41,63.79
15/11/2018,241.69,26.43,28.7,48.65,44.61,44.66,34.08,69.85,15.82,16.72,67.87,21.46,22.02,58.4,14.27,55.79,37.6,128.16,41.69,64.76
16/11/2018,242.74,26.57,28.81,48.82,44.77,44.83,34.2,70.08,15.89,16.72,67.87,21.46,22.1,58.81,14.27,56.47,38.09,129.01,41.76,64.51
19/11/2018,243.77,26.49,28.51,48.73,44.7,44.79,34.19,69.96,15.9,16.72,67.87,21.58,22.07,58.87,14.27,56.35,38.07,128.85,41.76,64.62
20/11/2018,239.05,26.17,28.02,47.97,44.14,44.37,33.98,70.07,15.87,16.72,67.87,21.26,21.72,58.13,14.27,54.78,36.96,125.89,41.18,63.35
21/11/2018,239.74,26.16,28.15,48.12,44.25,44.44,34.01,69.96,15.88,16.72,67.87,21.34,21.61,58.22,14.25,55.31,37.15,126.9,41.35,64.04
22/11/2018,239.91,26.25,28.14,48.16,44.29,44.48,34.04,69.9,15.89,16.72,67.87,21.38,21.74,58.21,14.26,55.36,37.15,126.96,41.35,
23/11/2018,238.86,26.18,28.02,48.01,44.17,44.38,33.98,69.9,15.87,16.72,67.87,21.34,21.66,58.06,14.25,55.26,37,126.22,41.13,63.38
26/11/2018,241.81,26.39,28.34,48.42,44.46,44.59,34.07,69.89,15.86,16.73,67.93,21.66,21.96,58.37,14.25,55.76,37.5,127.77,41.54,64.14
27/11/2018,241.28,26.56,28.41,48.45,44.47,44.58,34.05,69.89,15.84,16.73,67.93,21.58,21.99,58.28,14.25,55.75,37.38,126.55,41.6,64.15
28/11/2018,244.25,26.8,28.77,48.88,44.77,44.77,34.13,69.94,15.81,16.73,67.93,21.86,22.18,58.46,14.24,56.34,37.67,127.04,41.92,64.91
29/11/2018,242.84,26.98,28.88,49.04,44.93,44.96,34.28,70,15.92,16.73,67.93,21.74,22.37,59.08,14.25,57.3,38.26,129.01,42.19,64.61
30/11/2018,243.71,26.93,28.99,49.12,44.98,44.98,34.28,70.06,15.89,16.73,67.93,21.77,22.23,59.04,14.24,57.35,38.21,128.1,42.05,65.07
3/12/2018,249.98,27.53,29.28,49.89,45.54,45.4,34.49,69.94,15.92,16.73,67.93,22.34,22.81,59.47,14.25,58.23,38.71,130.06,43.14,66.76
4/12/2018,250.84,27.45,28.65,49.52,45.32,45.29,34.48,70.16,15.99,16.73,67.93,22.38,22.94,59.42,14.25,58.04,38.52,129.66,43.09,66.5
5/12/2018,246.83,27.08,28.54,49.04,44.98,45.06,34.38,70.28,15.99,16.73,67.93,22.01,22.45,58.76,14.24,56.78,37.47,127.14,42.18,
6/12/2018,240.89,26.48,28.21,48.15,44.35,44.63,34.2,70.45,16.02,16.73,67.93,21.48,21.99,58.19,14.24,55.75,36.75,124.09,41.1,64.04
7/12/2018,239.66,26.56,27.89,48.01,44.26,44.58,34.2,70.62,16.05,16.73,67.93,21.36,22.1,58.6,14.24,56.4,37.41,125.49,41.41,63.93
10/12/2018,237.03,26.07,27.72,47.45,43.87,44.29,34.05,70.67,16.03,16.75,67.93,21.19,21.74,57.76,14.25,55.01,36.13,123.78,40.72,62.94
11/12/2018,237.55,26.15,27.76,47.5,43.89,44.28,34.03,70.61,16,16.75,67.93,21.15,21.72,58.01,14.24,55.68,36.79,124.48,41.01,63.07
12/12/2018,240.86,26.5,28.03,48.1,44.31,44.57,34.16,70.44,16,16.75,67.93,21.6,21.99,58.23,14.24,55.83,36.73,126.14,41.62,63.98
13/12/2018,244.17,26.68,28.03,48.34,44.48,44.7,34.22,70.38,16,16.75,67.93,21.85,22.26,58.14,14.25,55.65,36.55,125.87,41.93,64.6
14/12/2018,240.5,26.27,27.51,47.63,43.98,44.33,34.05,70.44,15.99,16.75,67.93,21.44,22.04,57.77,14.25,54.97,36.34,124.38,41.4,63.74
17/12/2018,239.96,26.33,27.15,47.39,43.82,44.23,34.01,70.55,16.01,16.75,67.99,21.48,22.07,57.44,14.25,54.1,35.57,122.68,41.19,63.42
18/12/2018,237.34,26.14,27.06,47.05,43.61,44.14,34.01,70.54,16.09,16.75,67.99,21.19,21.85,57.28,14.23,54.11,35.48,122.94,41.08,62.6
19/12/2018,237.16,26.14,26.89,47,43.62,44.2,34.1,70.71,16.18,16.75,67.99,21.23,21.99,57.29,14.24,53.89,35.32,122.96,41.23,62.09
20/12/2018,234.89,25.84,26.44,46.38,43.16,43.85,33.92,70.89,16.15,16.75,67.99,21.07,21.77,56.66,14.24,52.93,34.42,121.67,40.78,61.39
21/12/2018,235.23,25.81,26.09,46.16,43,43.74,33.87,70.77,16.15,16.75,67.99,21.15,21.77,56.31,14.24,52.43,34.11,120.18,40.72,61.02
24/12/2018,234.35,25.73,25.69,45.88,42.81,43.62,33.83,70.94,16.18,16.76,67.99,21.07,21.77,,,,,,,60.72
27/12/2018,233.11,25.78,26.49,46.16,43,43.74,33.88,70.99,16.15,16.76,67.99,20.86,21.66,55.9,14.24,51.88,33.41,118.73,40.51,60.8
28/12/2018,233.98,26.03,26.6,46.42,43.22,43.94,34,71.1,16.2,16.76,67.99,20.9,21.91,56.6,14.24,53.34,34.56,121.59,40.87,60.97
31/12/2018,236.75,26.11,26.77,46.75,43.47,44.14,34.11,71.27,16.23,16.76,67.99,21.23,22.01,56.62,14.25,53.22,34.49,121.9,41.08,61.49
