date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
18/10/2016,202.46,23.08,24.52,42.29,39.93,41.27,32.49,70.82,15.98,16.35,66.91,18.25,19.23,53.79,13.64,44.01,27.77,120.26,37.29,54.06
19/10/2016,201.93,23.15,24.58,42.32,39.96,41.3,32.52,71,15.99,16.35,66.91,18.17,19.37,53.92,13.64,44.14,27.77,120.25,37.4,54.02
20/10/2016,202.63,23.13,24.53,42.32,39.95,41.28,32.49,71.05,15.96,16.35,66.91,18.25,19.39,54.02,13.64,44.24,27.87,120.77,37.45,53.93
24/10/2016,204.56,23.06,24.58,42.41,40.01,41.29,32.48,71.05,15.92,16.35,66.91,18.44,19.45,54.05,13.66,44.42,28.06,120.3,37.58,54.71
25/10/2016,204.21,23.06,24.46,42.33,39.93,41.22,32.43,70.99,15.89,16.35,66.91,18.4,19.53,53.96,13.65,44.2,28.03,119.71,37.59,54.67
26/10/2016,202.08,22.89,24.42,42.18,39.82,41.13,32.38,70.98,15.9,16.35,66.91,18.21,19.37,53.78,13.65,43.85,27.78,119.02,37.15,53.97
27/10/2016,200.66,22.71,24.35,41.99,39.63,40.94,32.23,70.81,15.8,16.35,66.91,18.06,19.26,53.77,13.66,43.93,27.85,119.61,36.94,53.76
28/10/2016,199.24,22.64,24.25,41.82,39.5,40.82,32.16,70.63,15.79,16.35,66.91,17.94,19.26,53.7,13.64,43.75,27.72,118.78,36.86,53.25
31/10/2016,198.69,22.67,24.22,41.78,39.49,40.85,32.21,70.74,15.84,16.36,66.91,17.92,19.26,53.57,13.62,43.42,27.64,118.56,36.76,53.24
01/11/2016,200.46,22.76,24.16,41.89,,40.93,32.26,70.8,15.85,16.36,66.91,18.07,19.23,,,,,,,
02/11/2016,197.62,22.43,23.97,41.48,39.33,40.82,32.27,70.86,15.98,16.36,66.91,17.85,18.96,53.4,13.6,42.92,27.33,117.7,36.4,52.73
03/11/2016,196.56,22.36,23.9,41.36,39.23,40.72,32.21,70.86,15.95,16.36,66.91,17.77,18.82,53.37,13.61,42.86,27.28,117.79,36.2,52.49
04/11/2016,196.37,22.25,23.83,41.22,39.15,40.7,32.23,70.85,16.01,16.36,66.91,17.73,18.77,53.21,13.59,42.68,27.17,116.65,36.33,52.43
07/11/2016,197.96,22.54,24.17,41.59,39.38,40.81,32.23,70.79,15.91,16.36,66.91,17.84,18.85,53.39,13.61,43.17,27.54,117.47,36.55,52.81
08/11/2016,199.01,22.66,24.25,41.74,39.48,40.87,32.24,70.73,15.88,16.36,66.91,17.88,19.04,53.38,13.62,43.33,27.48,117.43,36.88,53.05
09/11/2016,194.76,22.14,24.3,41.28,39.09,40.49,31.97,70.56,15.74,16.36,66.91,17.54,18.52,53.2,13.65,43.36,27.93,118.92,36.82,51.89
10/11/2016,198.3,22.56,24.43,41.75,39.35,40.56,31.9,70.09,15.56,16.36,66.91,17.88,18.82,53.7,13.67,43.86,28.49,118.93,36.62,52.5
11/11/2016,195.99,22.14,24.27,41.37,39.04,40.3,31.74,69.68,15.51,16.36,66.91,17.62,18.2,53.28,13.64,43.27,28.23,117.26,35.61,51.65
14/11/2016,193.15,21.9,24.18,41.02,38.7,39.94,31.46,69.33,15.34,16.36,66.91,17.39,18.03,53.2,13.64,43.2,28.49,115.6,35.07,50.7
15/11/2016,193.85,21.79,24.32,41.14,38.81,40.05,31.54,69.44,15.38,16.36,66.91,17.47,17.84,53.26,13.6,43.28,28.62,115.32,34.77,50.95
16/11/2016,193.67,21.79,24.28,41.11,38.77,39.99,31.49,69.44,15.34,16.36,66.91,17.47,18.06,53.33,13.61,43.38,28.71,115.06,35,51.29
17/11/2016,193.49,21.77,24.39,41.19,38.82,40.01,31.48,69.5,15.31,16.36,66.91,17.39,18.01,53.48,13.62,43.58,28.88,115.5,35.06,51.25
18/11/2016,194.19,21.72,24.26,41.05,38.68,39.85,31.35,69.44,15.21,16.36,66.91,17.43,18.03,53.4,13.62,43.55,28.96,114.75,35.17,51.4
21/11/2016,194.71,21.67,24.42,41.22,38.83,39.99,31.45,69.32,15.27,16.36,66.91,17.5,17.95,53.57,13.62,43.79,29.04,115.47,35.25,51.46
22/11/2016,197.54,21.9,24.46,41.46,39,40.13,31.51,69.43,15.27,16.36,66.91,17.77,18.11,53.73,13.62,43.87,29.17,116.26,35.82,52.01
23/11/2016,197.18,22.01,24.44,41.35,38.89,39.98,31.39,69.43,15.17,16.36,66.91,17.76,18.14,53.42,13.63,43.6,29.08,114.62,35.77,51.98
24/11/2016,196.65,21.88,24.46,41.35,38.89,39.99,31.4,69.31,15.18,16.36,66.97,17.65,18.09,53.58,13.63,43.72,29.24,115.84,35.49,51.98
25/11/2016,197.71,22.02,24.55,41.53,39.03,40.11,31.47,69.19,15.21,16.36,66.97,17.76,18.17,53.71,13.62,43.86,29.3,115.93,35.68,52.33
28/11/2016,198.76,22.15,24.46,41.56,39.07,40.16,31.51,69.42,15.24,16.36,66.97,17.84,18.28,53.65,13.62,43.76,29.3,115.15,36,52.55
29/11/2016,197.87,22.09,24.49,41.52,39.06,40.17,31.54,69.48,15.28,16.36,66.97,17.76,18.28,53.49,13.61,43.51,29.18,115.14,35.86,52.5
30/11/2016,198.22,22.02,24.52,41.52,39.04,40.12,31.49,69.36,15.22,16.36,66.97,17.84,18.41,53.65,13.64,43.84,29.39,116.18,35.96,52.55
01/12/2016,198.74,22.17,24.49,41.58,39.05,40.09,31.43,69.13,15.16,16.36,66.97,17.91,18.44,53.65,13.65,43.71,29.34,115.79,36.02,52.45
02/12/2016,196.26,21.97,24.46,41.37,38.94,40.07,31.48,69.01,15.27,16.36,66.97,17.65,18.17,53.66,13.62,43.55,29.32,115.77,35.67,
05/12/2016,195.54,21.9,24.57,41.36,38.94,40.08,31.49,69.12,15.28,16.36,66.97,17.61,18.14,53.78,13.64,43.83,29.48,117.49,35.64,51.65
06/12/2016,196.78,22.04,24.72,41.63,39.15,40.24,31.58,69.12,15.29,16.36,66.97,17.72,18.28,53.87,13.64,43.97,29.41,117.9,36.02,51.77
07/12/2016,197.66,22.16,24.96,41.94,39.4,40.48,31.73,69.18,15.36,16.36,66.97,17.83,18.33,54.12,13.65,44.21,29.5,118.87,36.12,52.03
08/12/2016,198.36,22.4,24.99,42.06,39.42,40.4,31.61,69.23,15.21,16.36,66.97,17.83,18.58,54.45,13.7,44.72,29.99,119.52,36.7,52.33
09/12/2016,197.47,22.37,25.11,42.06,39.38,40.32,31.53,69.06,15.13,16.36,66.97,17.8,18.52,54.56,13.7,44.91,30.12,119.65,36.4,52.21
12/12/2016,194.27,22.24,25.05,41.81,39.2,40.2,31.48,68.82,15.16,16.36,66.97,17.5,18.36,54.63,13.69,45.08,30.23,120.15,36.09,51.46
13/12/2016,194.44,22.24,25.2,41.97,39.35,40.34,31.57,68.59,15.22,16.36,66.97,17.53,18.3,54.73,13.7,45.15,30.28,120.89,36.18,51.75
14/12/2016,194.26,22.27,25.07,41.89,39.3,40.31,31.57,68.64,15.23,16.36,66.97,17.57,18.3,54.72,13.69,45.11,30.28,120.65,36.2,51.63
15/12/2016,190.9,21.92,24.95,41.35,38.79,39.79,31.17,68.29,14.99,16.37,66.97,17.23,18.09,54.32,13.71,44.66,30.29,118.68,35.75,50.7
16/12/2016,190.71,21.9,24.95,41.37,38.81,39.81,31.19,68.17,15.01,16.37,66.97,17.23,18.09,54.37,13.69,44.66,30.3,119.3,35.55,50.53
19/12/2016,189.11,21.75,25,41.33,38.81,39.86,31.26,67.99,15.09,16.37,66.97,17.08,17.93,54.35,13.68,44.56,30.19,119.08,35.28,50.18
20/12/2016,187.87,21.71,25.02,41.21,38.7,39.73,31.16,67.82,15.03,16.37,66.97,17.01,17.9,54.37,13.7,44.55,30.35,119.28,35.09,50.01
21/12/2016,188.57,21.7,25.02,41.28,38.77,39.81,31.23,67.88,15.08,16.37,66.97,17.08,17.9,54.42,13.69,44.64,30.31,119.57,35.24,50.26
22/12/2016,186.79,21.58,24.97,41.12,38.65,39.73,31.19,67.87,15.08,16.37,66.97,16.97,17.82,54.35,13.71,44.49,30.26,119.77,34.87,49.7
23/12/2016,186.26,21.47,24.97,41.07,38.61,39.7,31.17,67.76,15.08,16.37,66.97,16.89,17.68,54.3,13.71,44.48,30.23,119.69,34.78,49.59
28/12/2016,187.83,21.68,24.91,41.16,38.68,39.74,31.19,67.81,15.07,16.37,66.97,16.97,17.84,54.28,13.72,44.52,30.29,119.54,35.12,49.99
29/12/2016,188.18,21.75,24.93,41.24,38.78,39.88,31.31,67.98,15.17,16.37,66.97,17.04,17.87,54.23,13.71,44.44,30.09,120.04,35.4,49.68
30/12/2016,190.13,21.88,24.92,41.41,38.92,40,31.39,68.09,15.2,16.37,66.97,17.16,17.98,54.25,13.72,44.42,29.93,121.38,35.54,50.03
