date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
21/01/2020,274.88,31.41,35.18,57.28,51.53,50.66,37.81,75.73,17.12,17.11,69.19,23.5,25.68,67.8,15.42,72.95,44.91,162.95,50.89,82.21
22/01/2020,278.5,31.66,35.25,57.64,51.81,50.87,37.91,75.79,17.14,17.11,69.19,23.84,25.74,67.99,15.44,73.28,45.06,164.63,51.27,83.03
23/01/2020,273.31,31.32,35.11,57.1,51.44,50.64,37.83,75.84,17.17,17.11,69.19,23.38,25.49,67.74,15.44,72.75,44.68,162.36,50.65,81.23
24/01/2020,273.65,31.34,35,57.13,51.47,50.67,37.85,75.84,17.19,17.11,69.19,23.46,25.49,67.95,15.45,72.87,44.84,164.14,50.77,81.02
29/01/2020,266.71,30.65,34.69,56.2,50.86,50.3,37.74,76.06,17.28,17.12,69.19,22.79,24.84,67.31,15.47,71.6,44.17,160.78,49.77,79.26
30/01/2020,259.44,29.88,34.59,55.4,50.31,49.94,37.6,76.11,17.32,17.12,69.19,22.25,24.33,67.02,15.45,71.01,43.88,160.01,48.55,77.48
31/01/2020,258.74,29.74,34.13,55.12,50.15,49.87,37.61,76.28,17.39,17.12,69.19,22.12,24.14,67.16,15.44,71.04,43.8,159.5,48.07,76.97
3/2/2020,259.07,29.58,34.26,55.15,50.16,49.86,37.59,76.28,17.36,17.12,69.19,22.12,23.84,67.05,15.45,70.86,43.77,159.72,47.93,75.91
4/2/2020,263.73,30.23,34.76,55.89,50.64,50.14,37.66,76.11,17.28,17.12,69.19,22.41,24.44,67.54,15.47,71.83,44.24,162.14,49.32,78.37
5/2/2020,264.94,30.43,35.07,56.26,50.85,50.23,37.65,76.1,17.19,17.12,69.19,22.49,24.68,67.83,15.48,72.51,44.77,164.35,49.61,78.56
6/2/2020,271.33,31,35.31,57.02,51.38,50.6,37.81,75.99,17.18,17.12,69.19,23.12,25.13,68.11,15.49,72.72,45.16,164.13,50.54,79.16
7/2/2020,270.11,30.71,35.12,56.79,51.25,50.55,37.82,76.16,17.24,17.12,69.19,22.99,24.94,68,15.49,72.36,44.81,163.4,50.09,78.61
10/2/2020,269.23,30.6,35.23,56.68,51.17,50.48,37.79,76.27,17.23,17.12,69.25,22.86,24.75,67.98,15.51,72.32,44.79,163.06,49.78,79.04
11/2/2020,271.65,30.91,35.38,57.01,51.39,50.63,37.84,76.32,17.2,17.12,69.25,23.16,24.97,68.41,15.53,73.01,45.18,164.46,50.24,80.26
12/2/2020,274.41,31.21,35.64,57.41,51.67,50.81,37.91,76.26,17.18,17.12,69.25,23.41,25.21,68.51,15.54,73.38,45.46,164.49,50.79,80.61
13/02/2020,273.71,31.1,35.55,57.24,51.53,50.69,37.83,76.32,17.15,17.12,69.25,23.32,25.27,68.39,15.54,73.07,45.24,163.81,50.65,80.85
14/02/2020,274.05,31.08,35.55,57.22,51.53,50.71,37.86,76.32,17.18,17.12,69.25,23.36,25.27,68.47,15.55,73.22,45.3,164.43,50.79,81.46
17/02/2020,276.11,31.14,35.56,57.32,51.6,50.75,37.88,76.37,17.17,17.14,69.25,23.49,25.24,68.53,15.56,73.35,45.27,164.54,51,
18/02/2020,272.47,30.71,35.4,56.79,51.23,50.5,37.77,76.48,17.18,17.14,69.25,23.11,24.89,68.38,15.56,72.86,45.24,164.33,50.32,81.32
19/02/2020,273.68,30.9,35.58,57.02,51.38,50.58,37.78,76.42,17.15,17.14,69.25,23.24,24.97,68.51,15.57,73.27,45.24,165.63,50.64,81.41
20/02/2020,273.5,30.74,35.43,56.83,51.28,50.55,37.81,76.59,17.2,17.14,69.25,23.15,24.92,68.44,15.57,73.33,45.35,165.87,50.4,81.8
21/02/2020,270.9,30.44,35.11,56.42,51.01,50.38,37.76,76.76,17.24,17.14,69.25,22.94,24.59,68.05,15.56,72.64,44.88,164.97,49.85,81.25
24/02/2020,266.56,29.77,34.06,55.31,50.27,49.91,37.59,76.98,17.32,17.14,69.25,22.57,23.8,67.08,15.56,70.4,43.61,158.05,48.53,79.97
25/02/2020,267.07,29.91,33.24,54.73,49.88,49.65,37.49,76.92,17.36,17.14,69.25,22.61,23.88,66.81,15.56,69.98,43.24,157.15,49.05,79.95
26/02/2020,264.47,29.39,33.06,54.32,49.59,49.43,37.37,76.98,17.35,17.14,69.25,22.48,23.58,66,15.53,68.66,42.22,155.5,48.59,79.21
27/02/2020,266.02,29.33,31.91,53.55,49.1,49.14,37.29,77.09,17.44,17.14,69.25,22.65,23.53,65,15.51,66.63,40.81,151.91,48.3,78.96
28/02/2020,259.28,28.54,31.4,52.44,48.37,48.69,37.16,77.31,17.55,17.14,69.25,22.06,22.71,63.23,15.46,63.83,38.77,146.34,46.31,77.44
2/3/2020,262.37,28.8,32.41,53.37,49.07,49.25,37.47,77.37,17.62,17.14,69.31,22.22,22.61,64.17,15.47,65.1,39.81,149.87,47.5,79.11
3/3/2020,262.19,29.07,31.92,53.23,49.03,49.31,37.56,77.31,17.74,17.14,69.31,22.18,23.08,65.09,15.48,66.83,41.05,154.64,47.85,79.5
4/3/2020,262.7,29.3,32.88,53.92,49.52,49.67,37.74,77.59,17.73,17.14,69.31,22.14,23.22,65.2,15.54,66.89,40.86,154.03,48.29,79.66
5/3/2020,268.06,29.62,32.14,53.97,49.63,49.83,37.89,77.59,17.87,17.14,69.31,22.55,23.58,65.23,15.54,66.86,40.75,153.56,48.88,80.74
6/3/2020,262.69,28.95,31.46,52.94,49.02,49.56,37.92,77.81,18.11,17.14,69.31,22.1,22.98,64.3,15.54,65.08,39.33,148.93,47.73,78.75
9/3/2020,250.4,27.56,29.31,50.35,47.33,48.56,37.65,77.81,18.41,17.15,69.31,21.22,21.66,62.52,15.51,61.65,37.19,141.35,45.5,75.07
10/3/2020,253.86,27.89,30.13,50.9,47.55,48.48,37.4,77.47,18.08,17.15,69.31,21.43,22.09,62.06,15.37,61.93,37.33,140.24,46.15,76.73
11/3/2020,252.3,27.5,29.05,49.93,46.79,47.83,37.01,77.35,17.94,17.15,69.31,21.34,21.66,61.62,15.33,61.83,37.27,135.66,45.44,75.76
12/3/2020,242.61,26.08,26.41,46.8,44.44,45.99,36.02,77.18,17.72,17.15,69.31,20.56,20.49,58.62,15.19,57.38,34.48,122.03,42.06,71.82
13/03/2020,240.19,26.08,27.79,47.05,44.49,45.84,35.78,76.44,17.46,17.15,69.31,20.31,20.68,57.78,15.04,56.79,33.97,123.2,42.79,71.65
16/03/2020,229.11,24.68,25.21,44.6,42.79,44.69,35.33,76.38,17.58,17.15,69.31,19.61,18.77,56.52,14.93,55.25,33.49,114.52,39.78,67.79
17/03/2020,230.49,24.59,26.03,45.03,42.88,44.44,34.92,75.92,17.13,17.15,69.31,19.69,18.47,55.68,14.66,54.89,32.75,114.06,39.87,67.22
18/03/2020,221.15,23.54,24.82,43.31,41.49,43.23,34.17,75.3,16.83,17.15,69.31,18.9,17.78,54.37,14.42,53.66,32.26,108.1,37.71,64.87
19/03/2020,215.61,22.87,24.91,42.88,41.11,42.86,33.92,74.9,16.72,17.15,69.31,18.36,17.13,54.15,14.25,53.86,32.05,107.43,36.55,63.48
20/03/2020,227.19,23.75,24.46,43.62,41.8,43.54,34.41,75.52,16.97,17.15,69.31,19.27,18.19,55.81,14.14,54.56,32.92,113.79,38.6,66.35
23/03/2020,217.84,22.55,23.91,42.46,40.98,42.98,34.2,75.4,17.05,17.15,69.31,18.36,17.15,53.61,14.36,50.53,30.43,108.89,35.97,63.26
24/03/2020,227,23.67,25.79,44.73,42.64,44.21,34.77,75.51,17.07,17.15,69.31,19.23,18.17,55.65,14.05,52.89,32.16,115.68,37.88,67.02
25/03/2020,235.64,24.67,26.51,46.26,43.75,45.02,35.15,75.68,17.08,17.15,69.31,19.86,18.63,56.89,14.06,54.7,33.13,121.5,39.7,68.89
26/03/2020,234.77,24.9,27.7,47.13,44.51,45.76,35.65,75.79,17.37,17.15,69.37,19.69,18.9,58.27,14.37,56.84,34.44,127.69,40.82,70.1
27/03/2020,235.8,24.95,27.07,47.01,44.51,45.9,35.86,75.96,17.58,17.15,69.37,19.81,19.29,58.13,14.58,56.48,33.83,126.49,39.59,69.56
30/03/2020,232.85,24.75,27.65,47.09,44.55,45.9,35.83,75.84,17.55,17.15,69.37,19.52,18.93,58.29,14.33,56.89,34.09,128.1,39.3,68.93
31/03/2020,237.34,25.01,27.49,47.31,44.72,46.03,35.89,75.96,17.55,17.15,69.37,19.9,19.23,58.6,14.39,57.71,34.72,129.85,40.07,69.77
