date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
20/04/2017,211.23,24.32,26.32,44.46,41.38,42.11,32.67,70.25,15.6,16.4,67.09,18.82,20.37,56.46,13.91,47.86,31.48,130.02,39.94,57.87
21/04/2017,211.05,24.46,26.26,44.44,41.34,42.05,32.62,70.25,15.56,16.4,67.09,18.78,20.45,56.59,13.9,48.04,31.63,129.61,40.13,57.86
24/04/2017,211.74,24.64,26.69,44.96,41.76,42.42,32.85,70.25,15.65,16.4,67.09,18.9,20.56,56.97,13.93,48.69,32.04,134.46,40.24,57.89
25/04/2017,214.38,24.84,26.82,45.27,41.97,42.55,32.89,70.3,15.62,16.4,67.09,19.13,20.91,57.24,13.93,49.08,32.31,135.91,40.84,58.79
26/04/2017,215.44,24.89,26.81,45.35,42,42.55,32.86,70.07,15.57,16.4,67.09,19.2,21.08,57.31,13.93,49.18,32.35,136.21,41.02,58.57
27/04/2017,215.96,24.91,26.78,45.39,42.05,42.6,32.9,70.13,15.6,16.4,67.09,19.32,21.05,57.27,13.93,49.45,32.38,135.72,40.99,58.78
28/04/2017,215.43,24.87,26.76,45.32,42,42.58,32.9,70.24,15.62,16.4,67.09,19.28,21.02,57.28,13.94,49.39,32.36,136.1,40.95,58.64
02/05/2017,215.94,25.05,26.88,45.52,42.15,42.69,32.95,70.12,15.62,16.4,67.09,19.28,21.24,57.42,13.94,49.44,32.37,136.49,41.13,58.81
04/05/2017,215.23,24.9,26.89,45.48,42.11,42.64,32.91,70.23,15.59,16.4,67.09,19.36,21.27,57.34,13.96,49.64,32.42,137.37,41,58.45
05/05/2017,213.28,24.74,27.05,45.48,42.12,42.67,32.95,70.17,15.62,16.4,67.09,19.16,21.16,57.48,13.95,49.82,32.47,138.83,40.67,57.94
08/05/2017,214.15,24.93,27.05,45.63,42.2,42.69,32.93,70.23,15.57,16.4,67.09,19.24,21.32,57.68,13.96,49.78,32.56,138.44,40.79,58.25
09/05/2017,216.62,24.91,27.02,45.7,42.24,42.68,32.89,70.22,15.51,16.4,67.09,19.47,21.43,57.6,13.99,49.8,32.69,138.45,41.21,59.04
10/05/2017,217.67,24.98,27.04,45.81,42.31,42.74,32.91,70.22,15.51,16.4,67.09,19.55,21.43,57.64,13.96,49.67,32.62,138.41,41.17,59.21
11/05/2017,218.55,25.1,27.01,45.88,42.37,42.79,32.94,70.28,15.52,16.4,67.09,19.66,21.59,57.55,13.97,49.45,32.5,137.67,41.37,59.37
12/05/2017,218.72,25.03,27.05,45.95,42.46,42.9,33.04,70.45,15.59,16.4,67.09,19.7,21.57,57.7,13.97,49.66,32.55,138.57,41.33,59.43
15/05/2017,220.47,25.19,27.19,46.2,42.64,43.04,33.12,70.51,15.6,16.4,67.09,19.89,21.59,57.86,14,49.87,32.63,139.68,41.57,59.87
16/05/2017,220.64,25.28,27.3,46.39,42.82,43.23,33.25,70.5,15.68,16.4,67.09,19.89,21.73,58.03,14.01,50.05,32.71,141.04,41.82,60.41
17/05/2017,219.93,25.13,26.91,46.13,42.68,43.2,33.31,70.73,15.81,16.4,67.09,19.89,21.78,58,13.98,49.74,32.24,140.17,41.58,59.85
18/05/2017,218.69,24.96,26.86,45.91,42.53,43.09,33.26,70.85,15.81,16.4,67.09,19.74,21.57,57.6,13.96,49.36,31.82,138.87,41.1,59.53
19/05/2017,219.39,24.94,27.06,46.11,42.68,43.23,33.35,70.73,15.84,16.4,67.09,19.78,21.51,57.86,13.96,49.69,32.19,141.03,41.3,60.14
22/05/2017,221.32,25.24,27.2,46.41,42.92,43.41,33.45,70.67,15.86,16.4,67.09,19.93,21.76,58.1,13.97,49.87,32.31,141.7,41.69,60.68
23/05/2017,221.14,25.2,27.25,46.42,42.92,43.4,33.43,70.72,15.85,16.4,67.09,19.97,21.76,58.08,13.98,49.83,32.34,141.39,41.58,60.55
24/05/2017,221.49,25.16,27.24,46.4,42.89,43.36,33.39,70.72,15.81,16.4,67.09,19.93,21.73,57.99,13.99,49.96,32.38,140.71,41.62,60.54
25/05/2017,223.6,25.44,27.35,46.69,43.12,43.56,33.51,70.84,15.86,16.4,67.09,20.08,21.89,,,,,,,
26/05/2017,223.77,25.44,27.31,46.64,43.08,43.52,33.49,70.89,15.85,16.4,67.09,20.12,22,58.19,13.99,50.46,32.6,140.48,42.25,60.99
29/05/2017,224.46,25.4,27.31,46.67,43.11,43.55,33.51,70.95,15.86,16.41,67.09,20.2,21.97,58.2,14,50.4,32.63,140.52,42.15,
31/05/2017,224.28,25.3,27.3,46.71,43.16,43.62,33.57,71,15.9,16.41,67.09,20.2,21.89,58.14,14,50.5,32.38,141.12,41.9,60.67
01/06/2017,225.33,25.34,27.48,46.9,43.29,43.7,33.6,71,15.88,16.41,67.09,20.2,21.97,58.33,14.02,50.74,32.6,141.59,41.99,61.07
02/06/2017,226.56,25.55,27.62,47.24,43.56,43.94,33.75,71,15.95,16.41,67.09,20.39,22.11,58.67,14.02,51.14,32.75,142.39,42.03,61.31
05/06/2017,226.19,25.57,27.6,47.21,43.53,43.92,33.73,71.11,15.93,16.41,67.09,20.35,22.11,,,,,,,
06/06/2017,227.42,25.47,27.52,47.2,43.55,43.96,33.79,71.34,15.98,16.41,67.09,20.43,22.22,58.68,14.04,51.06,32.77,141.68,42.12,61.74
07/06/2017,227.24,25.47,27.51,47.17,43.52,43.93,33.76,71.34,15.97,16.41,67.09,20.43,22.22,58.73,14.05,51.01,32.86,142.18,42.06,62.15
08/06/2017,228.3,25.55,27.49,47.16,43.5,43.89,33.72,71.28,15.93,16.41,67.09,20.5,22.35,58.47,14.04,50.78,32.84,140.92,42.28,63.05
09/06/2017,227.41,25.57,27.45,47.06,43.41,43.79,33.65,71.1,15.89,16.41,67.09,20.5,22.38,58.5,14.04,50.72,32.95,140.77,42.35,62.75
12/06/2017,224.75,25.37,27.35,46.77,43.21,43.67,33.61,70.98,15.93,16.41,67.09,20.31,22.16,58.45,14.02,50.22,32.64,139.55,41.81,62.17
13/06/2017,225.8,25.54,27.49,46.95,43.34,43.77,33.66,70.92,15.93,16.41,67.09,20.39,22.19,58.56,14.03,50.51,32.83,140.61,42,62.28
14/06/2017,226.15,25.74,27.5,47.08,43.49,43.95,33.82,71.04,16.05,16.41,67.09,20.38,22.19,58.82,14.03,51.12,32.87,141.97,42.2,62.34
15/06/2017,223.68,25.49,27.31,46.61,43.09,43.59,33.57,71.15,15.93,16.41,67.09,20.15,22.08,58.38,14.05,50.52,32.64,138.56,41.93,61.64
16/06/2017,224.03,25.55,27.4,46.75,43.21,43.68,33.63,71.09,15.95,16.41,67.09,20.19,22.05,58.46,14.04,50.88,32.57,140.28,41.84,61.78
19/06/2017,226.66,25.72,27.63,47.13,43.47,43.85,33.69,71.15,15.91,16.41,67.09,20.4,22.24,58.62,14.05,51.18,32.83,141.51,41.95,62.7
20/06/2017,226.12,25.7,27.43,46.94,43.33,43.75,33.64,71.09,15.91,16.41,67.09,20.32,22.36,58.53,14.04,51.12,32.86,140.32,42.21,62.58
21/06/2017,224.88,25.5,27.38,46.79,43.22,43.67,33.61,71.09,15.92,16.41,67.09,20.21,22.26,58.37,14.04,50.98,32.8,139.67,42.01,62.8
22/06/2017,225.59,25.64,27.42,46.9,43.31,43.75,33.66,71.2,15.94,16.41,67.09,20.29,22.45,58.4,14.03,50.96,32.81,139.73,42.17,62.81
23/06/2017,225.76,25.72,27.49,46.99,43.39,43.83,33.71,71.2,15.97,16.41,67.09,20.32,22.45,,,,,,,
26/06/2017,227.68,25.89,27.55,47.21,43.55,43.96,33.78,71.19,15.98,16.41,67.09,20.4,22.63,58.62,14.07,51.2,33.03,140.92,42.37,63.37
27/06/2017,227.68,25.85,27.44,47.12,43.47,43.87,33.71,71.25,15.93,16.41,67.09,20.36,22.55,58.47,14.07,50.99,32.85,140.04,42.33,63.27
28/06/2017,226.26,25.77,27.61,47.11,43.48,43.91,33.76,71.08,15.99,16.41,67.09,20.32,22.34,58.49,14.06,50.84,32.83,140.73,42.06,63.03
29/06/2017,228.9,26.03,27.44,47.18,43.52,43.92,33.75,70.84,15.96,16.41,67.09,20.44,22.52,58.53,14.07,50.68,32.99,139.4,42.25,62.98
30/06/2017,227.66,25.82,27.4,46.96,43.35,43.78,33.66,70.67,15.94,16.41,67.09,20.36,22.36,58.39,14.06,50.68,32.87,139.73,42.12,62.77
