date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
26/04/2016,181.85,21.22,24.19,40.48,38.51,40.1,31.83,69.16,15.83,16.33,66.85,16.34,16.86,52.71,13.3,42.29,27.28,128.45,33.17,48.82
27/04/2016,181.31,21.1,24.16,40.4,38.45,40.06,31.82,69.16,15.84,16.33,66.85,16.3,16.86,52.72,13.31,42.32,27.16,128.94,33.1,48.78
28/04/2016,181.13,21.1,24.04,40.31,38.43,40.09,31.88,69.45,15.93,16.33,66.85,16.31,16.76,52.72,13.31,42.28,27.12,128.57,32.96,48.44
29/04/2016,178.99,21.03,23.95,40.12,38.33,40.09,31.95,69.57,16.04,16.33,66.85,16.04,16.67,52.52,13.33,41.91,26.57,128.37,32.93,47.97
03/05/2016,175.96,20.91,23.79,39.66,38.01,39.89,31.89,69.56,16.12,16.33,66.85,15.74,16.57,52.27,13.32,41.63,26.52,127.24,32.51,46.97
04/05/2016,174.89,20.69,23.56,39.32,37.74,39.66,31.75,69.62,16.07,16.33,66.85,15.71,16.43,51.98,13.31,41.34,26.43,124.76,32.2,46.7
05/05/2016,173.99,20.68,23.5,39.19,37.64,39.57,31.7,69.56,16.06,16.33,66.85,15.59,16.43,,,,,,,
06/05/2016,170.97,20.55,23.5,38.96,37.47,39.45,31.65,69.61,16.07,16.33,66.85,15.33,16.35,51.78,13.3,41.18,26.27,124.02,31.94,46.23
09/05/2016,170.96,20.51,23.52,38.95,37.45,39.42,31.62,69.67,16.04,16.33,66.85,15.4,16.37,51.76,13.3,41.4,26.49,124.23,31.9,45.66
10/05/2016,171.84,20.58,23.75,39.24,37.65,39.56,31.67,69.72,16.01,16.33,66.85,15.52,16.37,51.95,13.3,41.69,26.54,124.94,31.88,46.01
11/05/2016,170.77,20.62,23.66,39.14,37.6,39.56,31.7,69.84,16.07,16.33,66.85,15.33,16.4,52.06,13.31,41.71,26.62,124.72,31.91,45.67
12/05/2016,169.53,20.51,23.6,38.98,37.46,39.43,31.62,69.84,16.03,16.33,66.85,15.22,16.35,52,13.32,41.75,26.44,125.01,31.84,45.53
13/05/2016,167.92,20.29,23.44,38.67,37.21,39.21,31.48,69.84,15.98,16.33,66.85,15.09,16.18,51.65,13.31,41.45,26.4,123.52,31.45,44.76
16/05/2016,168.98,20.34,23.63,38.88,37.37,39.33,31.54,69.83,15.98,16.33,66.85,15.21,16.21,,,,,,,
17/05/2016,171.11,20.57,23.57,39.07,37.51,39.44,31.6,69.77,15.99,16.33,66.85,15.4,16.43,51.92,13.32,41.58,26.44,124.31,31.92,45.66
18/05/2016,168.97,20.39,23.57,38.9,37.35,39.26,31.46,69.71,15.89,16.33,66.85,15.15,16.32,51.78,13.32,41.38,26.36,124.2,31.6,45.33
19/05/2016,167.73,20.15,23.4,38.6,37.1,39.04,31.31,69.54,15.84,16.33,66.85,15.09,16.24,51.42,13.3,41.01,26.2,123.07,31.2,44.94
20/05/2016,169.14,20.26,23.57,38.87,37.31,39.2,31.4,69.65,15.85,16.33,66.85,15.29,16.27,51.67,13.3,41.5,26.49,124.56,31.3,45.42
23/05/2016,168.96,20.36,23.53,38.85,37.29,39.18,31.39,69.76,15.84,16.33,66.85,15.17,16.38,51.65,13.3,41.51,26.43,124.16,31.44,45.33
24/05/2016,168.95,20.23,23.79,39,37.4,39.26,31.42,69.7,15.83,16.33,66.85,15.25,16.32,51.71,13.31,41.73,26.62,125.84,31.36,45.97
25/05/2016,173.04,20.65,24.05,39.58,37.84,39.6,31.6,69.64,15.84,16.33,66.85,15.63,16.76,52.1,13.32,42.28,27,127.8,31.93,46.12
26/05/2016,173.21,20.78,24.09,39.69,37.94,39.7,31.67,69.7,15.89,16.33,66.85,15.66,16.81,52.17,13.33,42.29,26.86,128.13,32.02,46.14
27/05/2016,175.16,20.96,24.19,39.91,38.1,39.8,31.71,69.76,15.86,16.33,66.85,15.78,16.97,52.24,13.32,42.43,26.99,128.02,32.35,46.95
30/05/2016,175.86,20.95,24.21,39.98,38.13,39.81,31.69,69.69,15.82,16.33,66.85,15.81,17.03,52.26,13.33,42.51,27.05,128.1,32.43,
31/05/2016,177.46,21.04,24.22,40.13,38.25,39.9,31.74,69.69,15.84,16.33,66.85,16,17.08,52.35,13.33,42.62,27.08,128.37,32.6,47.38
01/06/2016,176.92,21.02,24.21,40.06,38.22,39.91,31.78,69.69,15.89,16.33,66.85,15.93,17.11,52.14,13.31,42.33,26.87,126.01,32.59,47.18
02/06/2016,177.81,21,24.22,40.08,38.25,39.96,31.82,69.75,15.92,16.33,66.85,16.04,17.16,52.16,13.31,42.36,26.98,126.23,32.8,47.48
03/06/2016,178.69,21.14,24.25,40.3,38.49,40.26,32.08,69.92,16.12,16.33,66.85,16.11,17.19,52.45,13.31,42.55,26.9,127.39,33,47.35
06/06/2016,179.57,21.31,24.37,40.45,38.61,40.35,32.13,70.15,16.12,16.33,66.85,16.19,17.19,52.6,13.33,42.84,27.06,128.12,33.09,47.92
07/06/2016,182.23,21.64,24.51,40.84,38.91,40.6,32.26,70.09,16.14,16.33,66.85,16.38,17.46,52.82,13.34,43.05,27.19,129.44,33.69,48.28
08/06/2016,181.87,21.71,24.59,40.91,38.99,40.69,32.34,70.21,16.21,16.33,66.85,16.41,17.52,53.07,13.35,43.21,27.28,129.41,33.9,48.07
10/06/2016,179.55,21.4,24.1,40.19,38.45,40.27,32.13,70.38,16.18,16.33,66.85,16.22,17.33,52.45,13.35,42.39,26.94,124.3,33.5,46.92
13/06/2016,175.28,21.08,23.79,39.48,37.91,39.87,31.93,70.49,16.18,16.33,66.85,15.85,16.89,52.07,13.34,41.98,26.82,122.27,32.73,46.04
14/06/2016,174.21,20.91,23.59,39.12,37.62,39.61,31.76,70.49,16.11,16.33,66.85,15.77,16.87,51.76,13.32,41.53,26.6,119.52,32.64,46.12
15/06/2016,174.91,20.98,23.63,39.27,37.75,39.74,31.86,70.37,16.17,16.33,66.85,15.77,16.92,51.76,13.31,41.61,26.58,119.97,32.84,46.46
16/06/2016,171.89,20.7,23.52,38.85,37.43,39.47,31.71,70.55,16.13,16.33,66.85,15.51,16.78,51.36,13.31,40.91,26.21,117.01,32.43,46.19
17/06/2016,173.31,20.82,23.62,39.13,37.65,39.67,31.83,70.37,16.18,16.33,66.85,15.62,16.92,51.75,13.32,41.43,26.49,120.65,32.53,46.17
20/06/2016,175.96,21.16,24,39.84,38.21,40.12,32.08,70.31,16.24,16.33,66.85,15.81,17.06,52.28,13.35,42.31,26.78,126.14,33.02,46.68
21/06/2016,177.2,21.27,24.06,40.01,38.31,40.16,32.07,70.3,16.18,16.33,66.85,15.96,17.17,52.22,13.35,42.2,26.65,125.89,33.19,46.99
22/06/2016,178.8,21.39,24.09,40.16,38.42,40.25,32.11,70.19,16.19,16.33,66.85,16.15,17.25,52.32,13.35,42.36,26.75,127.52,33.39,47.44
23/06/2016,179.33,21.44,24.42,40.49,38.67,40.44,32.21,70.18,16.19,16.33,66.85,16.18,17.28,,,,,,,
24/06/2016,174.17,20.71,23.2,38.77,37.37,39.43,31.68,70.53,16.14,16.33,66.85,15.73,16.87,51.51,13.3,41.23,26.3,118.88,32.36,46.26
27/06/2016,173.63,20.64,22.67,38.3,37.01,39.16,31.55,70.7,16.13,16.34,66.85,15.69,16.73,50.82,13.33,39.96,25.51,112.2,32.41,45.85
28/06/2016,173.27,20.73,23.05,38.59,37.26,39.38,31.69,70.82,16.18,16.34,66.85,15.69,16.7,51.07,13.33,40.35,25.73,115.83,32.72,46.66
29/06/2016,175.57,21.07,23.55,39.3,37.81,39.84,31.95,70.82,16.25,16.34,66.85,15.92,16.98,51.7,13.36,41.11,26.1,118.9,33.19,47.33
30/06/2016,179.12,21.49,23.83,39.82,38.21,40.16,32.13,70.76,16.28,16.34,66.85,16.18,17.3,51.9,13.37,41.47,26.29,119.88,33.67,48.14
