date,FIDELITY HONG KONG EQUITY FUND (Class O),FIDELITY ASIA PACIFIC EQUITY FUND (Class O),FIDELITY GLOBAL EQUITY FUND (Class O),FIDELITY GROWTH FUND (Class O),FIDELITY BALANCED FUND (Class O),FIDELITY STABLE GROWTH FUND (Class O),FIDELITY CAPITAL STABLE FUND (Class O),FIDELITY HONG KONG BOND FUND (Class O),FIDELITY WORLD BOND FUND (Class O),FIDELITY US DOLLAR MONEY FUND (Class O),FIDELITY HK DOLLAR MONEY FUND (Class O),FAP FUND - TRACKER FUND PORTFOLIO (Class O),FAP FUND - INVESCO ASIAN EQUITY FUND (Class O),BLACKROCK GLOBAL ALLOCATION FUND (CLASS D2),BLACKROCK FIXED INCOME GLOBAL OPPORTUNITIES FUND (CLASS D2),BLACKROCK GLOBAL LONG-HORIZON EQUITY FUND (CLASS D2),BLACKROCK US FLEXIBLE EQUITY FUND (CLASS D2),BLACKROCK EUROPEAN FUND (CLASS D2),BLACKROCK ASIAN DRAGON FUND (CLASS D2),ALLIANCEBERNSTEIN- CHINA OPPORTUNITY PORTFOLIO (CLASS S1)
05/02/2018,291.96,30.72,30.02,54.87,49.36,48.58,36.33,69.87,16.59,16.49,67.27,25.64,26.18,62.41,14.52,57.07,38.23,152.17,51.87,79.16
06/02/2018,277.04,29.5,29.91,53.29,48.23,47.73,35.91,70.27,16.54,16.49,67.27,24.44,25.32,61.54,14.49,55.79,37.1,149.22,49.87,75.99
07/02/2018,274.4,29.41,29.93,53.26,48.17,47.65,35.84,70.04,16.48,16.49,67.27,24.12,25.32,61.99,14.49,56.48,37.75,150.7,49.56,75.64
08/02/2018,275.45,29.37,29.15,52.78,47.81,47.37,35.69,69.98,16.45,16.49,67.27,24.24,25.29,61.63,14.51,55.87,37.44,148.36,49.56,74.24
09/02/2018,266.66,28.84,29.18,51.96,47.22,46.93,35.47,69.98,16.44,16.49,67.27,23.49,24.62,60.83,14.46,54.61,36.47,145.7,48.32,72.49
12/02/2018,267.53,29.06,29.53,52.35,47.5,47.14,35.58,69.92,16.45,16.49,67.27,23.49,24.86,61.1,14.45,55.31,36.93,146.53,48.76,
13/02/2018,271.38,29.38,29.58,52.67,47.76,47.37,35.73,69.98,16.51,16.49,67.27,23.84,25.13,61.22,14.45,55.51,36.89,146.54,49.16,74.71
14/02/2018,276.99,29.75,29.96,53.36,48.27,47.75,35.91,70.15,16.53,16.49,67.27,24.32,25.4,61.28,14.45,55.62,37.12,146.86,49.96,
15/02/2018,282.78,30.08,30.33,54.19,48.87,48.22,36.15,69.86,16.57,16.51,67.27,24.75,25.75,62.2,14.45,56.87,37.92,150.84,,77.51
20/02/2018,280.82,30.02,30.27,54.06,48.75,48.09,36.07,69.97,16.51,16.51,67.27,24.59,25.64,62.05,14.46,56.9,37.89,150.18,50.14,77.28
21/02/2018,285.37,30.39,30.22,54.35,48.95,48.21,36.1,69.91,16.48,16.51,67.27,25.06,25.91,62.11,14.46,57.09,38.04,150.2,50.63,78.23
22/02/2018,282.03,30.11,30.17,54.07,48.74,48.07,36.04,69.85,16.49,16.51,67.27,24.71,25.62,61.93,14.43,56.51,37.79,150,50.16,77.9
23/02/2018,284.84,30.48,30.53,54.57,49.13,48.39,36.22,69.85,16.54,16.51,67.33,24.94,25.89,62.11,14.45,56.44,37.84,150.27,50.72,78.95
26/02/2018,286.92,30.7,30.77,54.92,49.38,48.57,36.31,70.07,16.53,16.51,67.33,25.18,26.08,62.58,14.45,57.23,38.39,151.44,51.19,79.61
27/02/2018,284.64,30.54,30.53,54.62,49.13,48.36,36.17,70.13,16.48,16.51,67.33,24.98,26.02,62.65,14.47,56.99,38.59,150.28,50.97,78.11
28/02/2018,280.59,30.15,30.16,53.98,48.68,48.01,36,70.01,16.47,16.51,67.33,24.63,25.64,62.24,14.45,56.42,38.24,149.57,50.25,77.34
01/03/2018,282.52,30.14,29.78,53.67,48.48,47.89,35.96,70.07,16.5,16.51,67.33,24.78,25.62,61.64,14.44,55.23,37.42,145.89,50.34,77.43
02/03/2018,278.3,29.8,29.76,53.27,48.22,47.75,35.94,70.24,16.56,16.51,67.33,24.47,25.29,61.31,14.44,54.72,36.74,145.17,49.6,76.31
05/03/2018,272.67,29.5,29.94,52.96,47.99,47.57,35.84,70.06,16.55,16.51,67.33,23.93,25.05,61.4,14.43,54.99,37.07,145.64,48.98,75.29
06/03/2018,278.45,29.98,30.16,53.66,48.5,47.96,36.04,69.94,16.58,16.51,67.33,24.39,25.42,61.97,14.44,55.91,37.68,148.11,49.73,77.13
07/03/2018,275.64,29.84,30.15,53.43,48.35,47.86,36.01,69.83,16.6,16.51,67.33,24.15,25.42,61.79,14.45,55.85,37.51,147.79,49.44,76.64
08/03/2018,280.2,30.13,30.32,53.9,48.69,48.11,36.12,69.83,16.6,16.51,67.33,24.55,25.69,62.02,14.44,56.33,37.7,149.25,50.01,77.49
09/03/2018,283.18,30.31,30.65,54.3,48.94,48.24,36.14,69.59,16.54,16.52,67.33,24.78,25.91,62.17,14.45,56.66,38.02,149.84,50.27,78.25
12/03/2018,288.25,30.78,30.77,54.89,49.37,48.58,36.33,69.76,16.56,16.52,67.33,25.22,26.34,62.64,14.45,57.18,38.4,150.25,51.16,79.98
13/03/2018,287.54,30.84,30.63,54.78,49.33,48.59,36.37,69.82,16.63,16.52,67.33,25.26,26.45,62.62,14.44,57.17,38.45,150.21,51.29,79.39
14/03/2018,286.31,30.77,30.51,54.59,49.19,48.5,36.34,69.87,16.64,16.52,67.33,25.18,26.26,62.41,14.45,56.93,38.18,149.13,51.16,79.5
15/03/2018,287.53,30.77,30.52,54.71,49.27,48.55,36.35,69.93,16.63,16.52,67.33,25.22,26.21,62.35,14.42,56.95,37.99,149.57,51.27,80.56
16/03/2018,286.64,30.58,30.53,54.61,49.19,48.48,36.31,70.04,16.61,16.52,67.33,25.18,26.15,62.23,14.42,57.01,38.15,149.19,51.01,80.38
19/03/2018,286.8,30.47,30.22,54.33,49.01,48.36,36.26,69.87,16.63,16.52,67.33,25.21,26.15,61.88,14.42,56.44,37.62,148.33,50.57,79.86
20/03/2018,287.32,30.56,30.14,54.24,48.92,48.25,36.18,69.87,16.58,16.52,67.33,25.25,26.05,61.66,14.42,56.28,37.5,148.47,50.81,79.77
21/03/2018,286.26,30.62,30.11,54.17,48.87,48.22,36.17,69.75,16.59,16.52,67.33,25.09,25.99,61.72,14.41,56.1,37.51,148.1,50.82,79.26
22/03/2018,282.75,30.35,29.63,53.68,48.56,48.07,36.15,69.75,16.68,16.52,67.33,24.85,25.86,61.46,14.39,55.41,36.88,146.16,50.11,77.27
23/03/2018,275.72,29.64,29.03,52.51,47.75,47.49,35.89,69.75,16.72,16.52,67.33,24.18,25.16,61.16,14.4,55.11,36.6,146.4,48.93,75.56
26/03/2018,278.51,29.89,29.5,52.98,48.11,47.78,36.06,69.74,16.76,16.52,67.33,24.46,25.26,61.15,14.42,54.96,36.4,146.51,49.49,76.38
27/03/2018,280.61,30.12,29.36,53.24,48.29,47.91,36.12,69.8,16.76,16.52,67.33,24.61,25.61,61.51,14.39,55.31,36.87,147.04,50.11,76.54
28/03/2018,273.58,29.54,29.22,52.59,47.81,47.55,35.94,69.91,16.74,16.52,67.33,24.02,25.08,60.98,14.39,55.11,36.29,147.07,48.81,74.76
29/03/2018,274.63,29.59,29.48,52.83,47.99,47.68,35.99,69.97,16.73,16.52,67.33,24.06,25.18,60.89,14.39,55.33,36.23,147.88,49.04,75.56
